doctors,jianjie,jianjie_url,localtion,localtion_url,tel,url
"科室 29 个, 大夫 162 人",四川省妇幼保健院成立于1988年4月，199...,//info.haodf.com/hospital/DE4roiYGYZwmCU5IqlG3HelVn/jieshao.htm,成都市武侯区晋阳路沙堰村西二街290号,//map.haodf.com/hospital/DE4roiYGYZwmCU5IqlG3HelVn/map.htm,"028-65978133(咨询),028-87738249(院办公室)",https://www.haodf.com/hospital/DE4roiYGYZwmCU5IqlG3HelVn.htm
"科室 46 个, 大夫 456 人",成都市第三人民医院始建于1941年7月，历...,//info.haodf.com/hospital/DE4roiYGYZwmCIbML76GGU71e/jieshao.htm,成都市青龙街82号,//map.haodf.com/hospital/DE4roiYGYZwmCIbML76GGU71e/map.htm,"028-86649831(总机),028-86638387(急诊科),028-61312288(挂号),028-86635593(院办)",https://www.haodf.com/hospital/DE4roiYGYZwmCIbML76GGU71e.htm
"科室 53 个, 大夫 390 人",绵阳，系成渝经济区西北部的中心城市，...,//info.haodf.com/hospital/DE4roiYGYZwmyrBdz13dpO1a1/jieshao.htm,四川省绵阳市涪城区警钟街常家巷12号,//map.haodf.com/hospital/DE4roiYGYZwmyrBdz13dpO1a1/map.htm,"0816-2222821(总机),0816-2229595(院办),0816-2231777(医院急诊)",https://www.haodf.com/hospital/DE4roiYGYZwmyrBdz13dpO1a1.htm
"科室 41 个, 大夫 570 人",西部战区总医院诞生于解放战争的烽火硝...,//info.haodf.com/hospital/DE4roiYGYZwai265Sxq9XkxnU/jieshao.htm,四川省成都市蓉都大道天回路270号,//map.haodf.com/hospital/DE4roiYGYZwai265Sxq9XkxnU/map.htm,"028-86570073(大厅导医台),028-86570326(急救)",https://www.haodf.com/hospital/DE4roiYGYZwai265Sxq9XkxnU.htm
"科室 38 个, 大夫 340 人",成都市妇女儿童中心医院是经成都市政府...,//info.haodf.com/hospital/DE4rO-XCoLU0yU22m0TUy35vjf/jieshao.htm,成都市青羊区日月大道1617号(中心院区)...,//map.haodf.com/hospital/DE4rO-XCoLU0yU22m0TUy35vjf/map.htm,"028-87467888(中心院区),028-61866186(中心院区),028-86636871(实业街院区),028-86627601(太升路院区),028-86633230(东城根街院区)",https://www.haodf.com/hospital/DE4rO-XCoLU0yU22m0TUy35vjf.htm
"科室 54 个, 大夫 517 人",西南医科大学附属医院位于四川省泸州市...,//info.haodf.com/hospital/DE4roiYGYZwmy1d9CWC6I0WTb/jieshao.htm,四川省泸州市江阳区太平街25号(忠山院区...,//map.haodf.com/hospital/DE4roiYGYZwmy1d9CWC6I0WTb/map.htm,"0830-8889120(查号),0830-3165200(门诊),0830-3165120(急诊),0830-2292219(急救)",https://www.haodf.com/hospital/DE4roiYGYZwmy1d9CWC6I0WTb.htm
"科室 10 个, 大夫 194 人",广东省口腔医院座落在广州市珠江南岸海...,//info.haodf.com/hospital/DE4roiYGYZwXxEOyZJ9SvRJb8/jieshao.htm,总院区:广州市江南大道南366号;番禺院区...,//map.haodf.com/hospital/DE4roiYGYZwXxEOyZJ9SvRJb8/map.htm,020-84427034(挂号/咨询),https://www.haodf.com/hospital/DE4roiYGYZwXxEOyZJ9SvRJb8.htm
"科室 15 个, 大夫 271 人",中山大学光华口腔医学院·附属口腔医院...,//info.haodf.com/hospital/DE4roiYGYZwXiIbML76GGU71e/jieshao.htm,院本部:广州市陵园西路56号;东院:广州市...,//map.haodf.com/hospital/DE4roiYGYZwXiIbML76GGU71e/map.htm,"020-83863002(医务科),020-83862543(医务科),020-83870175(急诊科),020-83862579(门诊咨询),020-83878836(珠江新城门诊)",https://www.haodf.com/hospital/DE4roiYGYZwXiIbML76GGU71e.htm
"科室 60 个, 大夫 578 人",暨南大学附属第一医院（又名广州华...,//info.haodf.com/hospital/DE4roiYGYZwXxIUz-mzZSmmxP/jieshao.htm,院本部:广州市天河区黄埔大道西613号;东...,//map.haodf.com/hospital/DE4roiYGYZwXxIUz-mzZSmmxP/map.htm,"020-38688888(总机),020-38688066(挂号室)",https://www.haodf.com/hospital/DE4roiYGYZwXxIUz-mzZSmmxP.htm
"科室 35 个, 大夫 493 人",广东省妇幼保健院创建于1944年，隶属广...,//info.haodf.com/hospital/DE4roiYGYZwX-2sp9b25Lgbma/jieshao.htm,越秀院区:广州市广园西路13号;番禺院区...,//map.haodf.com/hospital/DE4roiYGYZwX-2sp9b25Lgbma/map.htm,"020-61118777(越秀院区总机),020-39151777(番禺院区总机),020-39151611(番禺院区预约挂号),020-84183055(海珠院区门诊咨询)",https://www.haodf.com/hospital/DE4roiYGYZwX-2sp9b25Lgbma.htm
"科室 54 个, 大夫 615 人",南方医科大学珠江医院是南方医科大学（...,//info.haodf.com/hospital/DE4roiYGYZwXCp3XIhpq-4h0m/jieshao.htm,广东省广州市工业大道中253号,//map.haodf.com/hospital/DE4roiYGYZwXCp3XIhpq-4h0m/map.htm,"020-61643888(总机),020-62782020(挂号咨询)",https://www.haodf.com/hospital/DE4roiYGYZwXCp3XIhpq-4h0m.htm
"科室 50 个, 大夫 448 人",广州军区总医院始建于1933年，是一所集...,//info.haodf.com/hospital/DE4roiYGYZwXxa2LHUopZaUWW/jieshao.htm,广东省广州市流花路111号,//map.haodf.com/hospital/DE4roiYGYZwXxa2LHUopZaUWW/map.htm,"020-88653111(总机),020-88653114(查号),020-88654645(门诊咨询台),020-88653214(门诊咨询)",https://www.haodf.com/hospital/DE4roiYGYZwXxa2LHUopZaUWW.htm
"科室 37 个, 大夫 325 人",深圳市儿童医院位于市中心区，1998年初...,//info.haodf.com/hospital/DE4rO-XCoLU0hXzSkhlkqINLVW/jieshao.htm,深圳市福田区益田路7019号,//map.haodf.com/hospital/DE4rO-XCoLU0hXzSkhlkqINLVW/map.htm,0755-83936101(总机),https://www.haodf.com/hospital/DE4rO-XCoLU0hXzSkhlkqINLVW.htm
"科室 14 个, 大夫 208 人",白云山高，珠江水长，中国的南大门羊城...,//info.haodf.com/hospital/DE4roiYGYZwXiaqNN8Z2K18e0/jieshao.htm,"总院:广州市先烈南路54号,珠江新城院区...",//map.haodf.com/hospital/DE4roiYGYZwXiaqNN8Z2K18e0/map.htm,"020-87330345(医务科),020-84262420(海珠区门诊部),020-66607666",https://www.haodf.com/hospital/DE4roiYGYZwXiaqNN8Z2K18e0.htm
"科室 35 个, 大夫 499 人",中山大学,//info.haodf.com/hospital/DE4roiYGYZwXin2LHUopZaUWW/jieshao.htm,广州市东风东路651号(东风东路和先烈路...,//map.haodf.com/hospital/DE4roiYGYZwXin2LHUopZaUWW/map.htm,"020-87343088(咨询),020-87343289(挂号),020-87343291(挂号),020-87343533(咨询),020-87343235(咨询),020-87343571(咨询",https://www.haodf.com/hospital/DE4roiYGYZwXin2LHUopZaUWW.htm
"科室 57 个, 大夫 762 人",中山大学附属第三医院（原中山医科大学...,//info.haodf.com/hospital/DE4roiYGYZwXC25IqlG3HelVn/jieshao.htm,天河院区:广州市天河区天河路600号;岭南...,//map.haodf.com/hospital/DE4roiYGYZwXC25IqlG3HelVn/map.htm,"020-85253333(总机),020-85253203(门诊查询),020-82179000(萝岗院区总机)",https://www.haodf.com/hospital/DE4roiYGYZwXC25IqlG3HelVn.htm
"科室 70 个, 大夫 1150 人",南方医院系南方医科大学（原第一军医大...,//info.haodf.com/hospital/DE4roiYGYZwXCO1YXfLKC7fiV/jieshao.htm,广州市广州大道北1838号,//map.haodf.com/hospital/DE4roiYGYZwXCO1YXfLKC7fiV/map.htm,"020-61641888(预约挂号),020-61641114(总机)",https://www.haodf.com/hospital/DE4roiYGYZwXCO1YXfLKC7fiV.htm
"科室 53 个, 大夫 844 人",广州中医药大学第一附属医院是一所大型...,//info.haodf.com/hospital/DE4roiYGYZwXCoqNN8Z2K18e0/jieshao.htm,"总院:中国广州白云机场路16号大院,先烈...",//map.haodf.com/hospital/DE4roiYGYZwXCoqNN8Z2K18e0/map.htm,"020-36591222(总机),020-36591912(总机),020-36591590(挂号),020-36591085(挂号),020-36591512(挂号)",https://www.haodf.com/hospital/DE4roiYGYZwXCoqNN8Z2K18e0.htm
"科室 65 个, 大夫 1204 人",广东省人民医院（广东省医学科学院）创...,//info.haodf.com/hospital/DE4roiYGYZwXxnpHKRSoDWRPl/jieshao.htm,总院:广州市中山二路106号(中山二路和东...,//map.haodf.com/hospital/DE4roiYGYZwXxnpHKRSoDWRPl/map.htm,"020-83827812(总机),020-81884713 (惠福分院总机),020-83882222(预约中心)",https://www.haodf.com/hospital/DE4roiYGYZwXxnpHKRSoDWRPl.htm
"科室 64 个, 大夫 1257 人",广东省中医院（广州中医药大学第二附属...,//info.haodf.com/hospital/DE4roiYGYZwXCabML76GGU71e/jieshao.htm,总院:广东省广州市大德路111号;二沙岛分...,//map.haodf.com/hospital/DE4roiYGYZwXCabML76GGU71e/map.htm,"020-81887233(总院),020-87351238(二沙岛分院),020-81499399(芳村分院),020-39318100(大学城分院),0756-3325088(珠海分院)",https://www.haodf.com/hospital/DE4roiYGYZwXCabML76GGU71e.htm
"科室 19 个, 大夫 243 人",上海市胸科医院创建于1957年，为我国最...,//info.haodf.com/hospital/DE4roiYGYZwXiprEpjdCy8jrf/jieshao.htm,上海市淮海西路241号,//map.haodf.com/hospital/DE4roiYGYZwXiprEpjdCy8jrf/map.htm,"021-22200000(总机),021-62821990(咨询)",https://www.haodf.com/hospital/DE4roiYGYZwXiprEpjdCy8jrf.htm
"科室 22 个, 大夫 291 人",同济大学附属上海市肺科医院（上海市职...,//info.haodf.com/hospital/DE4roiYGYZwXKEo-DwIIFQwlR/jieshao.htm,总院:上海市杨浦区政民路507号;延庆路门...,//map.haodf.com/hospital/DE4roiYGYZwXKEo-DwIIFQwlR/map.htm,"021-55672180(预约挂号),021-65115006(总机)",https://www.haodf.com/hospital/DE4roiYGYZwXKEo-DwIIFQwlR.htm
"科室 4 个, 大夫 275 人",一、 缘起,//info.haodf.com/hospital/DE4roiYGYZwIi1d9CWC6I0WTb/jieshao.htm,徐汇院区:上海市徐汇区宛平南路600号;闵...,//map.haodf.com/hospital/DE4roiYGYZwIi1d9CWC6I0WTb/map.htm,021-64387250(总机),https://www.haodf.com/hospital/DE4roiYGYZwIi1d9CWC6I0WTb.htm
"科室 39 个, 大夫 353 人",复旦大学附属儿科医院创建于1952年，系...,//info.haodf.com/hospital/DE4roiYGYZwXh0EZsOEX6TORQ/jieshao.htm,万源路门诊部:上海市闵行区万源路399号...,//map.haodf.com/hospital/DE4roiYGYZwXh0EZsOEX6TORQ/map.htm,"021-64931990(万源路门诊部总机),021-64931923(医疗咨询),021-64931990转1001(枫林路门诊部),021-64175173(医疗咨询)",https://www.haodf.com/hospital/DE4roiYGYZwXh0EZsOEX6TORQ.htm
"科室 37 个, 大夫 333 人",中国人民解放军第二军医大学第三附属医...,//info.haodf.com/hospital/DE4roiYGYZwXxXaCFVHDuJVht/jieshao.htm,"总院:上海市杨浦区长海路225号,安亭新院...",//map.haodf.com/hospital/DE4roiYGYZwXxXaCFVHDuJVht/map.htm,"021-65564166(总院总机),021-81887100(安亭新院总机),021-81887112(安亭新院门诊咨询)",https://www.haodf.com/hospital/DE4roiYGYZwXxXaCFVHDuJVht.htm
"科室 29 个, 大夫 249 人",上海市儿童医院是一所集医疗、保健、教...,//info.haodf.com/hospital/DE4roiYGYZwXKmaCFVHDuJVht/jieshao.htm,泸定路院区:上海市泸定路355号; 北京西...,//map.haodf.com/hospital/DE4roiYGYZwXKmaCFVHDuJVht/map.htm,"021-62474880(总机),021-52976020(泸定路院区),021-52976020-72116(泸定路院区预约),021-62474880-82116/82(北京西路院区)",https://www.haodf.com/hospital/DE4roiYGYZwXKmaCFVHDuJVht.htm
"科室 44 个, 大夫 446 人",上海中医药大学附属曙光医院是一所沪上...,//info.haodf.com/hospital/DE4roiYGYZwX-o3XIhpq-4h0m/jieshao.htm,上海市黄浦区普安路185号,//map.haodf.com/hospital/DE4roiYGYZwX-o3XIhpq-4h0m/map.htm,"021-53821650(总机),021-53827435(西院专家门诊咨询),021-53827537(西院特需预约),021-63855617(名老专家咨询预约)",https://www.haodf.com/hospital/DE4roiYGYZwX-o3XIhpq-4h0m.htm
"科室 53 个, 大夫 726 人",北京大学深圳医院原名“深圳市中心医院...,//info.haodf.com/hospital/DE4roiYGYZwEhp1YXfLKC7fiV/jieshao.htm,广东省深圳市福田莲花路1120号,//map.haodf.com/hospital/DE4roiYGYZwEhp1YXfLKC7fiV/map.htm,0755-83923333(总机),https://www.haodf.com/hospital/DE4roiYGYZwEhp1YXfLKC7fiV.htm
"科室 21 个, 大夫 320 人",上海市第一妇婴保健院创建于1947年2月，...,//info.haodf.com/hospital/DE4roiYGYZwXK0nG6rsvdwrU4/jieshao.htm,东院:上海市浦东新区高科西路2699号;西...,//map.haodf.com/hospital/DE4roiYGYZwXK0nG6rsvdwrU4/map.htm,"021-968886(客服热线),021-20261000(浦东总院总机),021-20261000(浦西分院总机),021-58838888(浦南分院总机)",https://www.haodf.com/hospital/DE4roiYGYZwXK0nG6rsvdwrU4.htm
"科室 54 个, 大夫 721 人",上海市第一人民医院建于1864年3月1日，...,//info.haodf.com/hospital/DE4roiYGYZwXKXIKBtDEBxt8k/jieshao.htm,上海市虹口区海宁路100号(北部);上海市...,//map.haodf.com/hospital/DE4roiYGYZwXKXIKBtDEBxt8k/map.htm,"021-63240090(本部总机),021-63240090-5218(咨询台),021-37798103(南部门诊服务台),021-37798853(南部办公室)",https://www.haodf.com/hospital/DE4roiYGYZwXKXIKBtDEBxt8k.htm
"科室 46 个, 大夫 646 人",第二军医大学长征医院是一所集医疗、教...,//info.haodf.com/hospital/DE4roiYGYZwXhoUz-mzZSmmxP/jieshao.htm,上海市凤阳路415号,//map.haodf.com/hospital/DE4roiYGYZwXhoUz-mzZSmmxP/map.htm,"021-81886999(总机),021-63586818(咨询)",https://www.haodf.com/hospital/DE4roiYGYZwXhoUz-mzZSmmxP.htm
"科室 37 个, 大夫 389 人",上海交通大学医学院附属上海儿童医学中...,//info.haodf.com/hospital/DE4roiYGYZwXhno-DwIIFQwlR/jieshao.htm,上海浦东新区东方路1678号,//map.haodf.com/hospital/DE4roiYGYZwXhno-DwIIFQwlR/map.htm,021-38626161(咨询),https://www.haodf.com/hospital/DE4roiYGYZwXhno-DwIIFQwlR.htm
"科室 59 个, 大夫 824 人",上海市第六人民医院、上海交通大学附属...,//info.haodf.com/hospital/DE4roiYGYZwXhmIKBtDEBxt8k/jieshao.htm,上海市徐汇区宜山路600号(总院);上海市...,//map.haodf.com/hospital/DE4roiYGYZwXhmIKBtDEBxt8k/map.htm,"021-64369181(总机),021-64757781(门诊预约),021-64369181-58613(特需预约),021-38297000(东院咨询)",https://www.haodf.com/hospital/DE4roiYGYZwXhmIKBtDEBxt8k.htm
"科室 28 个, 大夫 505 人",复旦大学附属肿瘤医院是教育部、国家卫...,//info.haodf.com/hospital/DE4roiYGYZwXi27o5nM-zfnJT/jieshao.htm,上海市徐汇区东安路270号(徐汇院区);上...,//map.haodf.com/hospital/DE4roiYGYZwXi27o5nM-zfnJT/map.htm,021-64175590(总机),https://www.haodf.com/hospital/DE4roiYGYZwXi27o5nM-zfnJT.htm
"科室 64 个, 大夫 768 人",上海长海医院位于东海之滨、黄浦江畔，...,//info.haodf.com/hospital/DE4roiYGYZwXhapHKRSoDWRPl/jieshao.htm,上海市杨浦区长海路168号(本部);上海市...,//map.haodf.com/hospital/DE4roiYGYZwXhapHKRSoDWRPl/map.htm,"021-31166666(总机),021-31162432(咨询台)",https://www.haodf.com/hospital/DE4roiYGYZwXhapHKRSoDWRPl.htm
"科室 19 个, 大夫 319 人",复旦大学附属眼耳鼻喉科医院由国家一级...,//info.haodf.com/hospital/DE4roiYGYZwXGopHKRSoDWRPl/jieshao.htm,汾阳路总院:上海市徐汇区汾阳路83号;宝...,//map.haodf.com/hospital/DE4roiYGYZwXGopHKRSoDWRPl/map.htm,"021-64377134(总部总机),021-64377134-137(门诊),021-64376425(宝庆路分部),021-64377134-3105(浦江院区)",https://www.haodf.com/hospital/DE4roiYGYZwXGopHKRSoDWRPl.htm
"科室 60 个, 大夫 1107 人",仁济医院建于1844年，是上海开埠后第一...,//info.haodf.com/hospital/DE4roiYGYZwX-IqNN8Z2K18e0/jieshao.htm,东院地址:上海市浦建路160号;西院地址:...,//map.haodf.com/hospital/DE4roiYGYZwX-IqNN8Z2K18e0/map.htm,"021-58752345(总机),021-68383204(东院服务台),021-53882113(西院特需门诊),021-53882139(西院门诊咨询),021-58752345(南院总机)",https://www.haodf.com/hospital/DE4roiYGYZwX-IqNN8Z2K18e0.htm
"科室 21 个, 大夫 488 人",复旦大学附属妇产科医院，由中国首...,//info.haodf.com/hospital/DE4roiYGYZwXGnaCFVHDuJVht/jieshao.htm,黄浦院区:上海市方斜路419号(住院部、产...,//map.haodf.com/hospital/DE4roiYGYZwXGnaCFVHDuJVht/map.htm,"021-33189900(总机),021-33189900-6314(杨浦门诊),021-33189900-8515(黄浦妇科),021-33189900-8256(黄浦产科)",https://www.haodf.com/hospital/DE4roiYGYZwXGnaCFVHDuJVht.htm
"科室 70 个, 大夫 835 人",新华医院是上海交通大学医学院附属教学...,//info.haodf.com/hospital/DE4roiYGYZwXhIOyZJ9SvRJb8/jieshao.htm,上海市杨浦区控江路1665号,//map.haodf.com/hospital/DE4roiYGYZwXhIOyZJ9SvRJb8/map.htm,"021-25076947(特需预约挂号),021-25078999(总机),021-69692701(崇明分院)",https://www.haodf.com/hospital/DE4roiYGYZwXhIOyZJ9SvRJb8.htm
"科室 51 个, 大夫 1090 人",复旦大学附属中山医院是国家卫生健康委...,//info.haodf.com/hospital/DE4roiYGYZwXhYmS30yF9V0wc/jieshao.htm,住院部:上海市徐汇区枫林路180号;东院:...,//map.haodf.com/hospital/DE4roiYGYZwXhYmS30yF9V0wc/map.htm,021-64041990(本部总机),https://www.haodf.com/hospital/DE4roiYGYZwXhYmS30yF9V0wc.htm
"科室 6 个, 大夫 146 人",历史沿革,//info.haodf.com/hospital/DE4roiYGYZwWG0YFEgXN3cgkJ/jieshao.htm,北京市海淀区海淀花园北路51号,//map.haodf.com/hospital/DE4roiYGYZwWG0YFEgXN3cgkJ/map.htm,"010-82806151,010-82801984(咨询电话),010-82801936(夜间值班电话)",https://www.haodf.com/hospital/DE4roiYGYZwWG0YFEgXN3cgkJ.htm
"科室 7 个, 大夫 177 人",首都医科大学附属北京安定医院创建于19...,//info.haodf.com/hospital/DE4raCNSz6ONwplJ2IkvT2YR/jieshao.htm,北京市西城区德胜门外安康胡同5号(德胜...,//map.haodf.com/hospital/DE4raCNSz6ONwplJ2IkvT2YR/map.htm,"010-58303000(咨询热线),010-58303063(咨询热线)",https://www.haodf.com/hospital/DE4raCNSz6ONwplJ2IkvT2YR.htm
"科室 35 个, 大夫 401 人",北京大学肿瘤医院(北京肿瘤医院、北京大...,//info.haodf.com/hospital/DE4roiYGYZwWGEmS30yF9V0wc/jieshao.htm,本院:北京市海淀区阜成路52号;西院区:北...,//map.haodf.com/hospital/DE4roiYGYZwWGEmS30yF9V0wc/map.htm,010-88121122(总机),https://www.haodf.com/hospital/DE4roiYGYZwWGEmS30yF9V0wc.htm
"科室 35 个, 大夫 519 人",首都儿科研究所附属儿童医院是三级甲等...,//info.haodf.com/hospital/DE4raCNSz6OmK5b7qp0yaqEm/jieshao.htm,总院:北京市朝阳区雅宝路2号,//map.haodf.com/hospital/DE4raCNSz6OmK5b7qp0yaqEm/map.htm,"010-85695555(总机),010-85613495(挂号咨询)",https://www.haodf.com/hospital/DE4raCNSz6OmK5b7qp0yaqEm.htm
"科室 28 个, 大夫 399 人",中国医学科学院肿瘤医院，始建于1958年...,//info.haodf.com/hospital/DE4raCNSz6OmCsr8uGmz1uDn/jieshao.htm,北京市朝阳区潘家园南里17号,//map.haodf.com/hospital/DE4raCNSz6OmCsr8uGmz1uDn/map.htm,"010-67781331(总机),010-67748905(特需挂号)",https://www.haodf.com/hospital/DE4raCNSz6OmCsr8uGmz1uDn.htm
"科室 70 个, 大夫 1104 人",中日友好医院是中华人民共和国国家卫生...,//info.haodf.com/hospital/DE4raCNSz6OmG3OUNZWCWNv0/jieshao.htm,朝阳区樱花东路2号(本部);朝阳区双泉堡...,//map.haodf.com/hospital/DE4raCNSz6OmG3OUNZWCWNv0/map.htm,"010-84205566(总机),010-84205288(咨询),010-84205253(门诊)",https://www.haodf.com/hospital/DE4raCNSz6OmG3OUNZWCWNv0.htm
"科室 50 个, 大夫 787 人",一、医院概况,//info.haodf.com/hospital/DE4raCNSz6Omic7eSMfL7SHT/jieshao.htm,院本部:北京市朝阳区工人体育场南路8号...,//map.haodf.com/hospital/DE4raCNSz6Omic7eSMfL7SHT/map.htm,"010-85231000(查号),010-51718999(京西院区),010-51718135(西院咨询台),51718199、51718602(西院急诊)",https://www.haodf.com/hospital/DE4raCNSz6Omic7eSMfL7SHT.htm
"科室 16 个, 大夫 455 人",北京大学口腔医学院始建于1941年，是集...,//info.haodf.com/hospital/DE4roiYGYZw0CXaCFVHDuJVht/jieshao.htm,北京市海淀区中关村南大街22号,//map.haodf.com/hospital/DE4roiYGYZw0CXaCFVHDuJVht/map.htm,"010-62179665,010-82195390(预约挂号),010-62179977(总机)",https://www.haodf.com/hospital/DE4roiYGYZw0CXaCFVHDuJVht.htm
"科室 46 个, 大夫 872 人",首都医科大学附属北京安贞医院集医疗、...,//info.haodf.com/hospital/DE4raCNSz6Om-9cfC2nM4CIa/jieshao.htm,北京市朝阳区安贞路2号,//map.haodf.com/hospital/DE4raCNSz6Om-9cfC2nM4CIa/map.htm,"010-64412431(总机),010-64456260(挂号室),010-64456637(门诊部咨询)",https://www.haodf.com/hospital/DE4raCNSz6Om-9cfC2nM4CIa.htm
"科室 47 个, 大夫 611 人",北京积水潭医院是一家王府花园式医院。...,//info.haodf.com/hospital/DE4raCNSz6OWZplJ2IkvT2YR/jieshao.htm,新街口院区:北京市西城区新街口东街31号...,//map.haodf.com/hospital/DE4raCNSz6OWZplJ2IkvT2YR/map.htm,010-58516688(总机),https://www.haodf.com/hospital/DE4raCNSz6OWZplJ2IkvT2YR.htm
"科室 60 个, 大夫 1139 人",北京大学第一医院(简称“北大医院”)位...,//info.haodf.com/hospital/DE4raCNSz6ONSaQTyscBtyq4/jieshao.htm,北大医院:北京市西城区西什库大街8号;北...,//map.haodf.com/hospital/DE4raCNSz6ONSaQTyscBtyq4/map.htm,"010-83572211(北大医院总机),010-66551056(院办),010-83228989(男科中心),010-66551531(北大妇幼)",https://www.haodf.com/hospital/DE4raCNSz6ONSaQTyscBtyq4.htm
"科室 49 个, 大夫 894 人",首都医科大学附属北京天坛医院始建于19...,//info.haodf.com/hospital/DE4raCNSz6OYw20RBSRSxBFl/jieshao.htm,北京市丰台区南四环西路119号（花乡桥东...,//map.haodf.com/hospital/DE4raCNSz6OYw20RBSRSxBFl/map.htm,"010-59976611(总机),010-59976550(咨询),010-59975043(咨询)",https://www.haodf.com/hospital/DE4raCNSz6OYw20RBSRSxBFl.htm
"科室 17 个, 大夫 694 人",中国医学科学院阜外医院（以下简称阜外...,//info.haodf.com/hospital/DE4raCNSz6ONZORxEH4FVECt/jieshao.htm,总部:北京市西城区北礼士路167号(西二环...,//map.haodf.com/hospital/DE4raCNSz6ONZORxEH4FVECt/map.htm,"010-88398866,68314466(总机),010-88398331(挂号室),010-88398700(咨询)",https://www.haodf.com/hospital/DE4raCNSz6ONZORxEH4FVECt.htm
"科室 25 个, 大夫 373 人",首都医科大学附属北京妇产医院、北京妇...,//info.haodf.com/hospital/DE4raCNSz6Omx7149dVHU9sf/jieshao.htm,东院:北京市朝阳区姚家园路251号;西院:...,//map.haodf.com/hospital/DE4raCNSz6Omx7149dVHU9sf/map.htm,"010-52276666(东院区总机),010-52277666(西院区总机)",https://www.haodf.com/hospital/DE4raCNSz6Omx7149dVHU9sf.htm
"科室 40 个, 大夫 515 人",北京中医医院始建于1956年，是北京市唯...,//info.haodf.com/hospital/DE4roiYGYZwXwIaCFVHDuJVht/jieshao.htm,北京市东城区美术馆后街23号,//map.haodf.com/hospital/DE4roiYGYZwXwIaCFVHDuJVht/map.htm,"010-52176700(总机),010-52177506(明医馆),010-52176955(杏林苑)",https://www.haodf.com/hospital/DE4roiYGYZwXwIaCFVHDuJVht.htm
"科室 41 个, 大夫 610 人",首都医科大学附属北京儿童医院是集...,//info.haodf.com/hospital/DE4raCNSz6ONgokwMDQuPMuk/jieshao.htm,北京市西城区南礼士路56号,//map.haodf.com/hospital/DE4raCNSz6ONgokwMDQuPMuk/map.htm,010-59616161(总机),https://www.haodf.com/hospital/DE4raCNSz6ONgokwMDQuPMuk.htm
"科室 64 个, 大夫 841 人",首都医科大学附属北京同仁医院始建于18...,//info.haodf.com/hospital/DE4rIxMvCoglyo3WJbWRFh5/jieshao.htm,北京市东城区东交民巷1号(西区);北京市...,//map.haodf.com/hospital/DE4rIxMvCoglyo3WJbWRFh5/map.htm,"010-58269911(总机),010-58266699(咨询台)",https://www.haodf.com/hospital/DE4rIxMvCoglyo3WJbWRFh5.htm
"科室 57 个, 大夫 1120 人",北京大学第三医院（简称“北医三院”）...,//info.haodf.com/hospital/DE4roiYGYZwWGNldz13dpO1a1/jieshao.htm,北京市海淀区花园北路49号(本院)；北京...,//map.haodf.com/hospital/DE4roiYGYZwWGNldz13dpO1a1/map.htm,"010-82266699(总机),010-82264567(门诊咨询台),010-82951077(第二门诊部),010-64581188(机场院区)",https://www.haodf.com/hospital/DE4roiYGYZwWGNldz13dpO1a1.htm
"科室 59 个, 大夫 1920 人",中国人民解放军总医院（301医院）创建于...,//info.haodf.com/hospital/DE4roiYGYZw0hEIKBtDEBxt8k/jieshao.htm,北京市海淀区复兴路28号,//map.haodf.com/hospital/DE4roiYGYZw0hEIKBtDEBxt8k/map.htm,"010-68182255(总机),010-66887329(总机),010-66937329(总机),010-66939114(查号),010-66939344(语音门诊查询)",https://www.haodf.com/hospital/DE4roiYGYZw0hEIKBtDEBxt8k.htm
"科室 46 个, 大夫 903 人",首都医科大学宣武医院创建于1958年，是...,//info.haodf.com/hospital/DE4raCNSz6O0h1aaH6PKRH5e/jieshao.htm,北京市西城区长椿街45号；口腔二部：北...,//map.haodf.com/hospital/DE4raCNSz6O0h1aaH6PKRH5e/map.htm,"010-83198899(总机),010-83198150(特需门诊),010-83198277(咨询电话)",https://www.haodf.com/hospital/DE4raCNSz6O0h1aaH6PKRH5e.htm
"科室 30 个, 大夫 243 人",首都医科大学附属北京地坛医院 (原名北...,//info.haodf.com/hospital/DE4rIxMvCogWH26171mm-bs/jieshao.htm,北京市朝阳区京顺东街8号(本部);北京市...,//map.haodf.com/hospital/DE4rIxMvCogWH26171mm-bs/map.htm,"010-84322000(总机),010-84322566(咨询),010-84322252(艾滋病咨询),010-80400088(顺义院区)",https://www.haodf.com/hospital/DE4rIxMvCogWH26171mm-bs.htm
"科室 56 个, 大夫 1116 人",复旦大学附属华山医院创建于1907年，是...,//info.haodf.com/hospital/DE4roiYGYZwXGaOyZJ9SvRJb8/jieshao.htm,总院:上海市乌鲁木齐中路12号;东院:浦东...,//map.haodf.com/hospital/DE4roiYGYZwXGaOyZJ9SvRJb8/map.htm,"021-52889999(本院总机),021-50301999(东院总机),021-50301999-1000(东院咨询电话),021-50309919(东院预约),021-66895999(北院)",https://www.haodf.com/hospital/DE4roiYGYZwXGaOyZJ9SvRJb8.htm
