,金额,商品,支付时间,地点,大类,二级类
18334,4.0,王老吉（罐）,2017/6/4 19:12,B,饮料,茶饮料
18337,4.0,王老吉（罐）,2017/6/5 17:54,B,饮料,茶饮料
18341,3.5,王老吉（罐）,2017/6/7 16:39,B,饮料,茶饮料
18345,4.0,王老吉（罐）,2017/6/8 15:54,B,饮料,茶饮料
18352,4.0,王老吉（罐）,2017/6/10 11:39,B,饮料,茶饮料
18355,4.0,王老吉（罐）,2017/6/11 20:33,B,饮料,茶饮料
18376,3.5,王老吉（罐）,2017/6/19 14:58,B,饮料,茶饮料
18392,3.5,王老吉（罐）,2017/6/21 12:30,B,饮料,茶饮料
18396,3.5,王老吉（罐）,2017/6/22 18:27,B,饮料,茶饮料
18398,3.5,王老吉（罐）,2017/6/22 19:42,B,饮料,茶饮料
18404,4.0,王老吉（罐）,2017/6/23 18:12,B,饮料,茶饮料
18407,4.0,王老吉（罐）,2017/6/24 15:19,B,饮料,茶饮料
18410,4.0,王老吉（罐）,2017/6/24 15:57,B,饮料,茶饮料
18412,4.0,王老吉（罐）,2017/6/24 17:12,B,饮料,茶饮料
18413,4.0,王老吉（罐）,2017/6/24 18:58,B,饮料,茶饮料
18414,4.0,王老吉（罐）,2017/6/24 20:41,B,饮料,茶饮料
18416,3.5,王老吉（罐）,2017/6/25 09:52,B,饮料,茶饮料
18427,4.0,王老吉（罐）,2017/6/28 16:31,B,饮料,茶饮料
18428,3.5,王老吉（罐）,2017/6/28 16:43,B,饮料,茶饮料
18433,3.5,王老吉（罐）,2017/6/29 19:53,B,饮料,茶饮料
18436,4.0,王老吉（罐）,2017/6/30 03:01,B,饮料,茶饮料
18437,4.0,王老吉（罐）,2017/6/30 06:56,B,饮料,茶饮料
18475,4.0,王老吉（罐）,2017/7/26 15:19,B,饮料,茶饮料
18478,4.0,王老吉（罐）,2017/7/27 16:32,B,饮料,茶饮料
18492,3.5,王老吉（罐）,2017/8/1 08:18,B,饮料,茶饮料
18493,3.5,王老吉（罐）,2017/8/1 11:11,B,饮料,茶饮料
18494,3.5,王老吉（罐）,2017/8/1 13:10,B,饮料,茶饮料
18505,3.5,王老吉（罐）,2017/8/4 09:09,B,饮料,茶饮料
18508,4.0,王老吉（罐）,2017/8/4 18:27,B,饮料,茶饮料
18523,4.0,王老吉（罐）,2017/8/7 22:52,B,饮料,茶饮料
18527,4.0,王老吉（罐）,2017/8/8 16:18,B,饮料,茶饮料
18533,4.0,王老吉（罐）,2017/8/10 17:46,B,饮料,茶饮料
18539,4.0,王老吉（罐）,2017/8/11 20:10,B,饮料,茶饮料
18556,3.5,王老吉（罐）,2017/8/15 09:15,B,饮料,茶饮料
18559,4.0,王老吉（罐）,2017/8/15 16:12,B,饮料,茶饮料
18568,4.0,王老吉（罐）,2017/8/17 15:57,B,饮料,茶饮料
18572,4.0,王老吉（罐）,2017/8/17 19:18,B,饮料,茶饮料
18578,4.0,王老吉（罐）,2017/8/18 17:38,B,饮料,茶饮料
18580,4.0,王老吉（罐）,2017/8/19 08:51,B,饮料,茶饮料
18584,4.0,王老吉（罐）,2017/8/19 12:53,B,饮料,茶饮料
18588,3.5,王老吉（罐）,2017/8/19 17:38,B,饮料,茶饮料
18604,4.0,王老吉（罐）,2017/8/21 09:26,B,饮料,茶饮料
18615,3.5,王老吉（罐）,2017/8/22 17:35,B,饮料,茶饮料
18616,3.5,王老吉（罐）,2017/8/22 19:53,B,饮料,茶饮料
18630,4.0,王老吉（罐）,2017/8/24 16:42,B,饮料,茶饮料
18634,4.0,王老吉（罐）,2017/8/24 18:41,B,饮料,茶饮料
18638,3.5,王老吉（罐）,2017/8/25 18:18,B,饮料,茶饮料
18644,4.0,王老吉（罐）,2017/8/29 02:56,B,饮料,茶饮料
18647,4.0,王老吉（罐）,2017/8/31 22:16,B,饮料,茶饮料
18650,3.5,王老吉（罐）,2017/9/2 10:31,B,饮料,茶饮料
18658,4.0,王老吉（罐）,2017/9/4 16:13,B,饮料,茶饮料
18679,4.0,王老吉（罐）,2017/9/8 17:34,B,饮料,茶饮料
18680,4.0,王老吉（罐）,2017/9/8 18:38,B,饮料,茶饮料
18687,3.5,王老吉（罐）,2017/9/10 12:28,B,饮料,茶饮料
18700,4.0,王老吉（罐）,2017/9/13 09:09,B,饮料,茶饮料
18701,3.5,王老吉（罐）,2017/9/13 11:49,B,饮料,茶饮料
18704,4.0,王老吉（罐）,2017/9/13 22:42,B,饮料,茶饮料
18712,3.5,王老吉（罐）,2017/9/15 10:46,B,饮料,茶饮料
18727,4.0,王老吉（罐）,2017/9/16 14:12,B,饮料,茶饮料
18728,3.5,王老吉（罐）,2017/9/16 16:05,B,饮料,茶饮料
18731,4.0,王老吉（罐）,2017/9/17 08:18,B,饮料,茶饮料
18734,4.0,王老吉（罐）,2017/9/17 16:47,B,饮料,茶饮料
18736,3.5,王老吉（罐）,2017/9/18 14:47,B,饮料,茶饮料
18739,3.5,王老吉（罐）,2017/9/19 14:12,B,饮料,茶饮料
18745,3.5,王老吉（罐）,2017/9/20 09:30,B,饮料,茶饮料
18754,4.0,王老吉（罐）,2017/9/21 20:10,B,饮料,茶饮料
18777,4.0,王老吉（罐）,2017/9/25 10:49,B,饮料,茶饮料
18781,4.0,王老吉（罐）,2017/9/27 08:12,B,饮料,茶饮料
18806,3.5,王老吉（罐）,2017/9/30 15:08,B,饮料,茶饮料
18824,3.5,王老吉（罐）,2017/10/7 23:50,B,饮料,茶饮料
18827,4.0,王老吉（罐）,2017/10/8 20:30,B,饮料,茶饮料
18831,3.5,王老吉（罐）,2017/10/10 19:56,B,饮料,茶饮料
18833,4.0,王老吉（罐）,2017/10/10 20:28,B,饮料,茶饮料
18837,3.5,王老吉（罐）,2017/10/11 18:37,B,饮料,茶饮料
18839,4.0,王老吉（罐）,2017/10/11 19:39,B,饮料,茶饮料
18840,3.5,王老吉（罐）,2017/10/11 20:01,B,饮料,茶饮料
18842,3.5,王老吉（罐）,2017/10/11 21:34,B,饮料,茶饮料
18861,3.5,王老吉（罐）,2017/10/13 11:40,B,饮料,茶饮料
18868,3.5,王老吉（罐）,2017/10/14 18:05,B,饮料,茶饮料
18872,3.5,王老吉（罐）,2017/10/15 09:50,B,饮料,茶饮料
18877,3.5,王老吉（罐）,2017/10/15 17:51,B,饮料,茶饮料
18879,4.0,王老吉（罐）,2017/10/15 20:42,B,饮料,茶饮料
18887,4.0,王老吉（罐）,2017/10/17 07:56,B,饮料,茶饮料
18889,3.5,王老吉（罐）,2017/10/17 13:49,B,饮料,茶饮料
18890,3.5,王老吉（罐）,2017/10/17 14:54,B,饮料,茶饮料
18907,3.5,王老吉（罐）,2017/10/19 00:26,B,饮料,茶饮料
18926,3.5,王老吉（罐）,2017/10/19 15:58,B,饮料,茶饮料
18929,3.5,王老吉（罐）,2017/10/19 19:24,B,饮料,茶饮料
18930,3.5,王老吉（罐）,2017/10/20 09:32,B,饮料,茶饮料
18931,4.0,王老吉（罐）,2017/10/20 10:42,B,饮料,茶饮料
18932,4.0,王老吉（罐）,2017/10/20 12:26,B,饮料,茶饮料
18933,3.5,王老吉（罐）,2017/10/20 20:51,B,饮料,茶饮料
18934,4.0,王老吉（罐）,2017/10/21 06:10,B,饮料,茶饮料
18936,4.0,王老吉（罐）,2017/10/22 09:53,B,饮料,茶饮料
18937,4.0,王老吉（罐）,2017/10/22 11:02,B,饮料,茶饮料
18939,4.0,王老吉（罐）,2017/10/23 10:16,B,饮料,茶饮料
18943,4.0,王老吉（罐）,2017/10/24 15:33,B,饮料,茶饮料
18947,4.0,王老吉（罐）,2017/10/24 20:03,B,饮料,茶饮料
18951,4.0,王老吉（罐）,2017/10/25 05:16,B,饮料,茶饮料
18961,3.5,王老吉（罐）,2017/10/26 19:27,B,饮料,茶饮料
18962,4.0,王老吉（罐）,2017/10/26 22:44,B,饮料,茶饮料
18967,4.0,王老吉（罐）,2017/10/27 14:41,B,饮料,茶饮料
18970,4.0,王老吉（罐）,2017/10/27 18:34,B,饮料,茶饮料
18973,3.5,王老吉（罐）,2017/10/28 02:18,B,饮料,茶饮料
18975,4.0,王老吉（罐）,2017/10/28 15:24,B,饮料,茶饮料
18976,3.5,王老吉（罐）,2017/10/28 15:42,B,饮料,茶饮料
18980,3.5,王老吉（罐）,2017/10/29 09:02,B,饮料,茶饮料
18982,4.0,王老吉（罐）,2017/10/29 15:27,B,饮料,茶饮料
18991,3.5,王老吉（罐）,2017/10/29 20:22,B,饮料,茶饮料
18992,3.5,王老吉（罐）,2017/10/29 21:25,B,饮料,茶饮料
18995,4.0,王老吉（罐）,2017/10/30 17:10,B,饮料,茶饮料
19003,3.5,王老吉（罐）,2017/10/30 20:49,B,饮料,茶饮料
19006,3.5,王老吉（罐）,2017/10/30 21:36,B,饮料,茶饮料
19023,3.5,王老吉（罐）,2017/11/3 12:10,B,饮料,茶饮料
19024,3.5,王老吉（罐）,2017/11/3 14:00,B,饮料,茶饮料
19030,3.5,王老吉（罐）,2017/11/4 15:58,B,饮料,茶饮料
19044,3.5,王老吉（罐）,2017/11/5 18:01,B,饮料,茶饮料
19047,4.0,王老吉（罐）,2017/11/6 10:17,B,饮料,茶饮料
19074,4.0,王老吉（罐）,2017/11/9 09:47,B,饮料,茶饮料
19083,3.5,王老吉（罐）,2017/11/10 14:44,B,饮料,茶饮料
19089,4.0,王老吉（罐）,2017/11/11 08:29,B,饮料,茶饮料
19090,3.5,王老吉（罐）,2017/11/11 08:52,B,饮料,茶饮料
19118,3.5,王老吉（罐）,2017/11/13 19:04,B,饮料,茶饮料
19145,4.0,王老吉（罐）,2017/11/15 18:51,B,饮料,茶饮料
19151,3.5,王老吉（罐）,2017/11/16 15:48,B,饮料,茶饮料
19158,3.5,王老吉（罐）,2017/11/17 17:21,B,饮料,茶饮料
19163,3.5,王老吉（罐）,2017/11/18 17:02,B,饮料,茶饮料
19171,3.5,王老吉（罐）,2017/11/19 16:58,B,饮料,茶饮料
19203,3.5,王老吉（罐）,2017/11/21 11:19,B,饮料,茶饮料
19215,3.5,王老吉（罐）,2017/11/28 20:08,B,饮料,茶饮料
19223,3.5,王老吉（罐）,2017/12/1 20:49,B,饮料,茶饮料
19229,4.0,王老吉（罐）,2017/12/2 13:17,B,饮料,茶饮料
19230,4.0,王老吉（罐）,2017/12/2 20:19,B,饮料,茶饮料
19233,3.5,王老吉（罐）,2017/12/3 17:11,B,饮料,茶饮料
19237,4.0,王老吉（罐）,2017/12/3 21:48,B,饮料,茶饮料
19240,4.0,王老吉（罐）,2017/12/4 15:22,B,饮料,茶饮料
19241,4.0,王老吉（罐）,2017/12/4 17:31,B,饮料,茶饮料
19243,4.0,王老吉（罐）,2017/12/4 19:46,B,饮料,茶饮料
19247,3.5,王老吉（罐）,2017/12/5 10:07,B,饮料,茶饮料
19251,4.0,王老吉（罐）,2017/12/5 13:52,B,饮料,茶饮料
19260,4.0,王老吉（罐）,2017/12/8 13:27,B,饮料,茶饮料
19263,4.0,王老吉（罐）,2017/12/8 21:05,B,饮料,茶饮料
19264,3.5,王老吉（罐）,2017/12/8 21:10,B,饮料,茶饮料
19268,3.5,王老吉（罐）,2017/12/9 16:25,B,饮料,茶饮料
19269,4.0,王老吉（罐）,2017/12/9 21:10,B,饮料,茶饮料
19271,4.0,王老吉（罐）,2017/12/10 11:47,B,饮料,茶饮料
19272,4.0,王老吉（罐）,2017/12/10 11:50,B,饮料,茶饮料
19300,4.0,王老吉（罐）,2017/12/12 17:08,B,饮料,茶饮料
19308,4.0,王老吉（罐）,2017/12/13 20:23,B,饮料,茶饮料
19335,3.5,王老吉（罐）,2017/12/19 14:29,B,饮料,茶饮料
19336,3.5,王老吉（罐）,2017/12/19 15:00,B,饮料,茶饮料
19345,3.5,王老吉（罐）,2017/12/21 10:18,B,饮料,茶饮料
19348,4.0,王老吉（罐）,2017/12/21 17:31,B,饮料,茶饮料
19365,3.5,王老吉（罐）,2017/12/23 14:05,B,饮料,茶饮料
19383,3.5,王老吉（罐）,2017/12/24 12:45,B,饮料,茶饮料
19396,4.0,王老吉（罐）,2017/12/26 14:21,B,饮料,茶饮料
19401,3.5,王老吉（罐）,2017/12/28 01:24,B,饮料,茶饮料
19410,4.5,500ml营养快线原味,2017/1/2 14:36,B,饮料,乳制品
19414,4.5,500ml营养快线原味,2017/5/10 17:17,B,饮料,乳制品
19417,4.5,500ml营养快线原味,2017/5/28 18:02,B,饮料,乳制品
19426,4.5,500ml营养快线原味,2017/9/22 13:48,B,饮料,乳制品
19427,4.5,500ml营养快线原味,2017/9/23 15:05,B,饮料,乳制品
19429,4.5,500ml营养快线原味,2017/10/20 20:47,B,饮料,乳制品
19430,4.5,500ml营养快线原味,2017/10/28 19:45,B,饮料,乳制品
19432,4.5,500ml营养快线原味,2017/11/4 09:47,B,饮料,乳制品
19436,4.5,500ml营养快线原味,2017/11/20 15:20,B,饮料,乳制品
19439,4.5,500ml营养快线原味,2017/12/18 20:25,B,饮料,乳制品
19440,4.5,500ml营养快线原味,2017/12/28 15:07,B,饮料,乳制品
19441,4.5,500ml营养快线原味,2017/12/29 10:34,B,饮料,乳制品
19449,3.0,雪碧最新款,2017/1/9 07:42,B,饮料,碳酸饮料
19450,3.0,雪碧最新款,2017/1/9 09:32,B,饮料,碳酸饮料
19451,3.0,雪碧最新款,2017/1/9 13:49,B,饮料,碳酸饮料
19452,3.0,雪碧最新款,2017/1/9 13:59,B,饮料,碳酸饮料
19453,3.0,雪碧最新款,2017/1/9 14:14,B,饮料,碳酸饮料
19454,3.0,雪碧最新款,2017/1/9 14:46,B,饮料,碳酸饮料
19455,3.0,雪碧最新款,2017/1/9 20:56,B,饮料,碳酸饮料
19457,3.0,雪碧最新款,2017/1/10 14:55,B,饮料,碳酸饮料
19463,3.0,雪碧最新款,2017/1/31 20:05,B,饮料,碳酸饮料
19474,3.0,雪碧最新款,2017/2/19 23:34,B,饮料,碳酸饮料
19479,3.0,雪碧最新款,2017/3/28 22:06,B,饮料,碳酸饮料
19488,3.0,雪碧最新款,2017/3/31 11:14,B,饮料,碳酸饮料
19492,3.0,雪碧最新款,2017/4/6 17:25,B,饮料,碳酸饮料
19494,3.0,雪碧最新款,2017/4/8 08:48,B,饮料,碳酸饮料
19506,3.0,雪碧最新款,2017/4/17 09:09,B,饮料,碳酸饮料
19520,3.0,雪碧最新款,2017/5/20 22:21,B,饮料,碳酸饮料
19530,3.0,雪碧最新款,2017/6/2 15:03,B,饮料,碳酸饮料
19531,3.0,雪碧最新款,2017/6/2 15:26,B,饮料,碳酸饮料
19532,3.0,雪碧最新款,2017/6/3 11:50,B,饮料,碳酸饮料
19533,3.0,雪碧最新款,2017/6/3 16:25,B,饮料,碳酸饮料
19535,3.0,雪碧最新款,2017/6/3 17:23,B,饮料,碳酸饮料
19537,3.0,雪碧最新款,2017/6/5 16:09,B,饮料,碳酸饮料
19547,3.0,雪碧最新款,2017/6/7 22:10,B,饮料,碳酸饮料
19555,3.0,雪碧最新款,2017/6/10 07:33,B,饮料,碳酸饮料
19562,3.0,雪碧最新款,2017/6/14 15:55,B,饮料,碳酸饮料
19563,3.0,雪碧最新款,2017/6/15 16:32,B,饮料,碳酸饮料
19565,3.0,雪碧最新款,2017/6/17 02:28,B,饮料,碳酸饮料
19569,3.0,雪碧最新款,2017/6/20 03:55,B,饮料,碳酸饮料
19570,3.0,雪碧最新款,2017/6/20 05:26,B,饮料,碳酸饮料
19573,3.0,雪碧最新款,2017/6/22 21:44,B,饮料,碳酸饮料
19574,3.0,雪碧最新款,2017/6/22 23:41,B,饮料,碳酸饮料
19576,3.0,雪碧最新款,2017/6/23 15:25,B,饮料,碳酸饮料
19583,3.0,雪碧最新款,2017/6/27 23:22,B,饮料,碳酸饮料
19589,3.0,雪碧最新款,2017/6/29 23:22,B,饮料,碳酸饮料
19591,3.0,雪碧最新款,2017/6/30 20:52,B,饮料,碳酸饮料
19592,3.0,雪碧最新款,2017/6/30 20:53,B,饮料,碳酸饮料
19618,3.0,雪碧最新款,2017/8/2 09:55,B,饮料,碳酸饮料
19620,3.0,雪碧最新款,2017/8/4 14:36,B,饮料,碳酸饮料
19631,3.0,雪碧最新款,2017/8/6 16:31,B,饮料,碳酸饮料
19638,3.0,雪碧最新款,2017/8/8 10:48,B,饮料,碳酸饮料
19640,3.0,雪碧最新款,2017/8/9 08:57,B,饮料,碳酸饮料
19641,3.0,雪碧最新款,2017/8/9 10:42,B,饮料,碳酸饮料
19661,3.0,雪碧最新款,2017/8/15 17:26,B,饮料,碳酸饮料
19666,3.0,雪碧最新款,2017/8/17 13:43,B,饮料,碳酸饮料
19674,3.0,雪碧最新款,2017/8/20 09:37,B,饮料,碳酸饮料
19681,3.0,雪碧最新款,2017/8/20 19:58,B,饮料,碳酸饮料
19682,3.0,雪碧最新款,2017/8/20 22:01,B,饮料,碳酸饮料
19684,3.0,雪碧最新款,2017/8/21 15:41,B,饮料,碳酸饮料
19685,3.0,雪碧最新款,2017/8/22 14:29,B,饮料,碳酸饮料
19689,3.0,雪碧最新款,2017/8/23 21:47,B,饮料,碳酸饮料
19693,3.0,雪碧最新款,2017/8/28 12:03,B,饮料,碳酸饮料
19698,3.0,雪碧最新款,2017/8/30 08:29,B,饮料,碳酸饮料
19701,3.0,雪碧最新款,2017/8/31 19:30,B,饮料,碳酸饮料
19704,3.0,雪碧最新款,2017/8/31 21:43,B,饮料,碳酸饮料
19705,3.0,雪碧最新款,2017/8/31 21:44,B,饮料,碳酸饮料
19706,3.0,雪碧最新款,2017/8/31 23:37,B,饮料,碳酸饮料
19707,3.0,雪碧最新款,2017/9/1 13:49,B,饮料,碳酸饮料
19714,3.0,雪碧最新款,2017/9/6 16:55,B,饮料,碳酸饮料
19723,3.0,雪碧最新款,2017/9/9 15:43,B,饮料,碳酸饮料
19739,3.0,雪碧最新款,2017/9/13 13:42,B,饮料,碳酸饮料
19743,3.0,雪碧最新款,2017/9/14 11:06,B,饮料,碳酸饮料
19777,3.0,雪碧最新款,2017/9/24 14:36,B,饮料,碳酸饮料
19784,3.0,雪碧最新款,2017/9/27 00:55,B,饮料,碳酸饮料
19788,3.0,雪碧最新款,2017/9/28 10:00,B,饮料,碳酸饮料
19790,3.0,雪碧最新款,2017/9/29 09:26,B,饮料,碳酸饮料
19807,3.0,雪碧最新款,2017/10/7 03:56,B,饮料,碳酸饮料
19824,3.0,雪碧最新款,2017/10/12 23:45,B,饮料,碳酸饮料
19825,3.0,雪碧最新款,2017/10/13 10:58,B,饮料,碳酸饮料
19829,3.0,雪碧最新款,2017/10/15 04:44,B,饮料,碳酸饮料
19833,3.0,雪碧最新款,2017/10/16 14:27,B,饮料,碳酸饮料
19838,3.0,雪碧最新款,2017/10/17 07:40,B,饮料,碳酸饮料
19840,3.0,雪碧最新款,2017/10/17 19:58,B,饮料,碳酸饮料
19848,3.0,雪碧最新款,2017/10/19 21:29,B,饮料,碳酸饮料
19853,3.0,雪碧最新款,2017/10/20 22:03,B,饮料,碳酸饮料
19856,3.0,雪碧最新款,2017/10/21 18:49,B,饮料,碳酸饮料
19864,3.0,雪碧最新款,2017/10/24 22:05,B,饮料,碳酸饮料
19867,3.0,雪碧最新款,2017/10/25 15:39,B,饮料,碳酸饮料
19877,3.0,雪碧最新款,2017/10/28 12:17,B,饮料,碳酸饮料
19887,3.0,雪碧最新款,2017/10/29 01:50,B,饮料,碳酸饮料
19890,3.0,雪碧最新款,2017/10/29 14:10,B,饮料,碳酸饮料
19895,3.0,雪碧最新款,2017/10/29 21:56,B,饮料,碳酸饮料
19896,3.0,雪碧最新款,2017/10/30 04:13,B,饮料,碳酸饮料
19902,3.0,雪碧最新款,2017/10/30 21:53,B,饮料,碳酸饮料
19915,3.0,雪碧最新款,2017/11/4 14:21,B,饮料,碳酸饮料
19919,3.0,雪碧最新款,2017/11/5 16:29,B,饮料,碳酸饮料
19935,3.0,雪碧最新款,2017/11/7 01:27,B,饮料,碳酸饮料
19943,3.0,雪碧最新款,2017/11/7 20:17,B,饮料,碳酸饮料
19944,3.0,雪碧最新款,2017/11/7 21:11,B,饮料,碳酸饮料
19951,3.0,雪碧最新款,2017/11/9 12:38,B,饮料,碳酸饮料
19956,3.0,雪碧最新款,2017/11/11 13:37,B,饮料,碳酸饮料
19959,3.0,雪碧最新款,2017/11/11 16:08,B,饮料,碳酸饮料
19969,3.0,雪碧最新款,2017/11/12 08:00,B,饮料,碳酸饮料
19984,3.0,雪碧最新款,2017/11/14 14:41,B,饮料,碳酸饮料
20012,3.0,雪碧最新款,2017/11/18 17:41,B,饮料,碳酸饮料
20016,3.0,雪碧最新款,2017/11/19 10:46,B,饮料,碳酸饮料
20018,3.0,雪碧最新款,2017/11/19 13:46,B,饮料,碳酸饮料
20032,3.0,雪碧最新款,2017/11/20 15:42,B,饮料,碳酸饮料
20033,3.0,雪碧最新款,2017/11/20 16:40,B,饮料,碳酸饮料
20036,3.0,雪碧最新款,2017/11/21 17:29,B,饮料,碳酸饮料
20042,3.0,雪碧最新款,2017/11/29 18:53,B,饮料,碳酸饮料
20052,3.0,雪碧最新款,2017/12/3 20:11,B,饮料,碳酸饮料
20061,3.0,雪碧最新款,2017/12/6 06:21,B,饮料,碳酸饮料
20069,3.0,雪碧最新款,2017/12/8 18:05,B,饮料,碳酸饮料
20070,3.0,雪碧最新款,2017/12/8 18:18,B,饮料,碳酸饮料
20077,3.0,雪碧最新款,2017/12/9 15:44,B,饮料,碳酸饮料
20078,3.0,雪碧最新款,2017/12/9 20:56,B,饮料,碳酸饮料
20079,3.0,雪碧最新款,2017/12/9 20:57,B,饮料,碳酸饮料
20123,3.0,雪碧最新款,2017/12/18 20:47,B,饮料,碳酸饮料
20124,3.0,雪碧最新款,2017/12/18 21:47,B,饮料,碳酸饮料
20130,3.0,雪碧最新款,2017/12/22 12:08,B,饮料,碳酸饮料
20133,3.0,雪碧最新款,2017/12/23 03:09,B,饮料,碳酸饮料
20141,3.0,雪碧最新款,2017/12/25 08:35,B,饮料,碳酸饮料
20151,3.0,雪碧最新款,2017/12/26 19:02,B,饮料,碳酸饮料
20154,3.0,雪碧最新款,2017/12/27 16:30,B,饮料,碳酸饮料
20155,3.0,雪碧最新款,2017/12/27 17:02,B,饮料,碳酸饮料
20162,3.0,雪碧最新款,2017/12/28 22:22,B,饮料,碳酸饮料
20166,3.0,雪碧最新款,2017/12/31 15:37,B,饮料,碳酸饮料
20169,3.0,维他奶,2017/1/8 20:32,B,饮料,植物蛋白
20175,3.0,维他奶,2017/3/28 21:10,B,饮料,植物蛋白
20176,3.0,维他奶,2017/3/29 09:02,B,饮料,植物蛋白
20189,3.0,维他奶,2017/4/28 14:36,B,饮料,植物蛋白
20198,3.0,维他奶,2017/5/29 23:07,B,饮料,植物蛋白
20199,3.0,维他奶,2017/5/30 00:17,B,饮料,植物蛋白
20203,3.0,维他奶,2017/6/2 17:36,B,饮料,植物蛋白
20209,3.0,维他奶,2017/6/9 16:10,B,饮料,植物蛋白
20213,3.0,维他奶,2017/6/11 09:19,B,饮料,植物蛋白
20214,3.0,维他奶,2017/6/12 02:43,B,饮料,植物蛋白
20215,3.0,维他奶,2017/6/13 13:40,B,饮料,植物蛋白
20216,3.0,维他奶,2017/6/17 20:21,B,饮料,植物蛋白
20217,3.0,维他奶,2017/6/20 14:25,B,饮料,植物蛋白
20219,3.0,维他奶,2017/6/23 15:37,B,饮料,植物蛋白
20222,3.0,维他奶,2017/6/29 15:56,B,饮料,植物蛋白
20223,3.0,维他奶,2017/6/29 18:05,B,饮料,植物蛋白
20228,3.0,维他奶,2017/7/26 10:38,B,饮料,植物蛋白
20234,3.0,维他奶,2017/8/8 12:01,B,饮料,植物蛋白
20238,3.0,维他奶,2017/8/17 20:01,B,饮料,植物蛋白
20241,3.0,维他奶,2017/8/17 21:29,B,饮料,植物蛋白
20252,3.0,维他奶,2017/9/2 23:03,B,饮料,植物蛋白
20266,3.0,维他奶,2017/9/14 12:52,B,饮料,植物蛋白
20267,3.0,维他奶,2017/9/15 09:05,B,饮料,植物蛋白
20276,3.0,维他奶,2017/9/20 13:27,B,饮料,植物蛋白
20287,3.0,维他奶,2017/9/23 08:30,B,饮料,植物蛋白
20295,3.0,维他奶,2017/9/24 19:50,B,饮料,植物蛋白
20298,3.0,维他奶,2017/9/28 11:26,B,饮料,植物蛋白
20299,3.0,维他奶,2017/9/28 12:52,B,饮料,植物蛋白
20317,3.0,维他奶,2017/10/18 20:38,B,饮料,植物蛋白
20319,3.0,维他奶,2017/10/19 00:07,B,饮料,植物蛋白
20321,3.0,维他奶,2017/10/21 10:10,B,饮料,植物蛋白
20322,3.0,维他奶,2017/10/21 23:29,B,饮料,植物蛋白
20325,3.0,维他奶,2017/10/24 08:01,B,饮料,植物蛋白
20326,3.0,维他奶,2017/10/26 13:34,B,饮料,植物蛋白
20336,3.0,维他奶,2017/11/1 18:02,B,饮料,植物蛋白
20343,3.0,维他奶,2017/11/5 12:49,B,饮料,植物蛋白
20347,3.0,维他奶,2017/11/7 11:42,B,饮料,植物蛋白
20359,3.0,维他奶,2017/11/9 11:00,B,饮料,植物蛋白
20361,3.0,维他奶,2017/11/10 17:46,B,饮料,植物蛋白
20371,3.0,维他奶,2017/11/15 13:54,B,饮料,植物蛋白
20373,3.0,维他奶,2017/11/16 10:36,B,饮料,植物蛋白
20390,3.0,维他奶,2017/11/28 21:14,B,饮料,植物蛋白
20395,3.0,维他奶,2017/12/4 18:23,B,饮料,植物蛋白
20401,3.0,维他奶,2017/12/9 16:52,B,饮料,植物蛋白
20407,3.0,维他奶,2017/12/11 21:29,B,饮料,植物蛋白
20411,3.0,维他奶,2017/12/13 10:24,B,饮料,植物蛋白
20424,3.0,维他奶,2017/12/16 21:34,B,饮料,植物蛋白
20427,3.0,维他奶,2017/12/18 03:43,B,饮料,植物蛋白
20431,3.0,维他奶,2017/12/18 15:39,B,饮料,植物蛋白
20442,3.0,维他奶,2017/12/20 09:52,B,饮料,植物蛋白
20447,3.0,维他奶,2017/12/22 18:23,B,饮料,植物蛋白
20448,3.0,维他奶,2017/12/23 22:00,B,饮料,植物蛋白
20451,3.0,维他奶,2017/12/25 17:38,B,饮料,植物蛋白
20452,3.0,维他奶,2017/12/25 18:26,B,饮料,植物蛋白
20458,3.0,维他奶,2017/12/27 20:43,B,饮料,植物蛋白
20459,3.0,维他奶,2017/12/28 11:00,B,饮料,植物蛋白
20460,3.0,维他奶,2017/12/31 02:41,B,饮料,植物蛋白
20464,2.5,伊利优酸乳,2017/1/2 21:18,B,饮料,乳制品
20465,2.5,伊利优酸乳,2017/1/3 15:20,B,饮料,乳制品
20468,3.5,伊利优酸乳,2017/1/9 03:26,B,饮料,乳制品
20470,3.5,伊利优酸乳,2017/1/9 23:33,B,饮料,乳制品
20471,3.0,伊利优酸乳,2017/1/10 12:04,B,饮料,乳制品
20473,2.5,伊利优酸乳,2017/1/22 19:57,B,饮料,乳制品
20477,2.0,伊利优酸乳,2017/2/4 09:02,B,饮料,乳制品
20481,2.5,伊利优酸乳,2017/2/5 17:42,B,饮料,乳制品
20483,2.0,伊利优酸乳,2017/2/12 15:32,B,饮料,乳制品
20486,2.0,伊利优酸乳,2017/2/17 03:43,B,饮料,乳制品
20500,2.5,伊利优酸乳,2017/2/25 08:20,B,饮料,乳制品
20505,2.5,伊利优酸乳,2017/3/29 14:27,B,饮料,乳制品
20510,3.0,伊利优酸乳,2017/3/30 17:33,B,饮料,乳制品
20511,3.0,伊利优酸乳,2017/3/30 17:38,B,饮料,乳制品
20515,3.0,伊利优酸乳,2017/4/1 12:36,B,饮料,乳制品
20520,2.5,伊利优酸乳,2017/4/2 21:18,B,饮料,乳制品
20521,2.5,伊利优酸乳,2017/4/4 00:42,B,饮料,乳制品
