,金额,商品,支付时间,地点,大类,二级类
10317,3.0,可口可乐最新款,2017/4/10 13:21,C,饮料,碳酸饮料
10318,3.0,可口可乐最新款,2017/4/10 21:18,C,饮料,碳酸饮料
10321,3.0,可口可乐最新款,2017/4/11 18:48,C,饮料,碳酸饮料
10324,3.0,可口可乐最新款,2017/4/16 12:02,C,饮料,碳酸饮料
10325,3.0,可口可乐最新款,2017/4/17 08:18,C,饮料,碳酸饮料
10327,3.0,可口可乐最新款,2017/4/19 08:57,C,饮料,碳酸饮料
10331,3.0,可口可乐最新款,2017/4/20 16:11,C,饮料,碳酸饮料
10335,3.0,可口可乐最新款,2017/4/28 21:29,C,饮料,碳酸饮料
10362,3.0,可口可乐最新款,2017/6/4 23:26,C,饮料,碳酸饮料
10387,3.0,可口可乐最新款,2017/6/17 19:10,C,饮料,碳酸饮料
10398,3.0,可口可乐最新款,2017/7/23 19:30,C,饮料,碳酸饮料
10399,3.0,可口可乐最新款,2017/7/24 16:58,C,饮料,碳酸饮料
10400,3.0,可口可乐最新款,2017/7/27 08:52,C,饮料,碳酸饮料
10407,3.0,可口可乐最新款,2017/8/2 10:56,C,饮料,碳酸饮料
10409,3.0,可口可乐最新款,2017/8/2 13:06,C,饮料,碳酸饮料
10410,3.0,可口可乐最新款,2017/8/3 09:08,C,饮料,碳酸饮料
10411,3.0,可口可乐最新款,2017/8/3 10:52,C,饮料,碳酸饮料
10412,3.0,可口可乐最新款,2017/8/3 20:18,C,饮料,碳酸饮料
10413,3.0,可口可乐最新款,2017/8/4 15:09,C,饮料,碳酸饮料
10415,3.0,可口可乐最新款,2017/8/5 23:01,C,饮料,碳酸饮料
10416,3.0,可口可乐最新款,2017/8/6 11:16,C,饮料,碳酸饮料
10417,3.0,可口可乐最新款,2017/8/6 14:44,C,饮料,碳酸饮料
10429,3.0,可口可乐最新款,2017/8/15 09:20,C,饮料,碳酸饮料
10432,3.0,可口可乐最新款,2017/8/15 19:05,C,饮料,碳酸饮料
10433,3.0,可口可乐最新款,2017/8/16 17:57,C,饮料,碳酸饮料
10435,3.0,可口可乐最新款,2017/8/17 15:26,C,饮料,碳酸饮料
10437,3.0,可口可乐最新款,2017/8/17 20:02,C,饮料,碳酸饮料
10438,3.0,可口可乐最新款,2017/8/17 21:20,C,饮料,碳酸饮料
10441,3.0,可口可乐最新款,2017/8/19 12:26,C,饮料,碳酸饮料
10448,3.0,可口可乐最新款,2017/8/24 00:29,C,饮料,碳酸饮料
10449,3.0,可口可乐最新款,2017/8/24 15:27,C,饮料,碳酸饮料
10451,3.0,可口可乐最新款,2017/8/24 17:25,C,饮料,碳酸饮料
10455,3.0,可口可乐最新款,2017/8/25 17:20,C,饮料,碳酸饮料
10456,3.0,可口可乐最新款,2017/8/25 17:23,C,饮料,碳酸饮料
10457,3.0,可口可乐最新款,2017/8/25 21:04,C,饮料,碳酸饮料
10474,3.0,可口可乐最新款,2017/9/7 16:21,C,饮料,碳酸饮料
10475,3.0,可口可乐最新款,2017/9/8 10:41,C,饮料,碳酸饮料
10480,3.0,可口可乐最新款,2017/9/9 16:11,C,饮料,碳酸饮料
10487,3.0,可口可乐最新款,2017/9/14 08:23,C,饮料,碳酸饮料
10502,3.0,可口可乐最新款,2017/9/20 10:03,C,饮料,碳酸饮料
10503,3.0,可口可乐最新款,2017/9/20 14:40,C,饮料,碳酸饮料
10509,3.0,可口可乐最新款,2017/9/22 13:48,C,饮料,碳酸饮料
10516,3.0,可口可乐最新款,2017/9/23 17:50,C,饮料,碳酸饮料
10522,3.0,可口可乐最新款,2017/9/24 18:41,C,饮料,碳酸饮料
10540,3.0,可口可乐最新款,2017/10/6 17:40,C,饮料,碳酸饮料
10541,3.0,可口可乐最新款,2017/10/8 03:43,C,饮料,碳酸饮料
10548,3.0,可口可乐最新款,2017/10/12 21:19,C,饮料,碳酸饮料
10550,3.0,可口可乐最新款,2017/10/14 23:29,C,饮料,碳酸饮料
10553,3.0,可口可乐最新款,2017/10/16 08:47,C,饮料,碳酸饮料
10554,3.0,可口可乐最新款,2017/10/16 12:28,C,饮料,碳酸饮料
10555,3.0,可口可乐最新款,2017/10/16 14:56,C,饮料,碳酸饮料
10559,3.0,可口可乐最新款,2017/10/18 16:07,C,饮料,碳酸饮料
10560,3.0,可口可乐最新款,2017/10/18 16:20,C,饮料,碳酸饮料
10564,3.0,可口可乐最新款,2017/10/19 21:26,C,饮料,碳酸饮料
10565,3.0,可口可乐最新款,2017/10/19 23:38,C,饮料,碳酸饮料
10570,3.0,可口可乐最新款,2017/10/24 12:27,C,饮料,碳酸饮料
10572,3.0,可口可乐最新款,2017/10/24 18:29,C,饮料,碳酸饮料
10576,3.0,可口可乐最新款,2017/10/25 15:20,C,饮料,碳酸饮料
10577,3.0,可口可乐最新款,2017/10/25 15:26,C,饮料,碳酸饮料
10596,3.0,可口可乐最新款,2017/10/27 21:12,C,饮料,碳酸饮料
10597,3.0,可口可乐最新款,2017/10/28 12:16,C,饮料,碳酸饮料
10599,3.0,可口可乐最新款,2017/10/28 19:35,C,饮料,碳酸饮料
10600,3.0,可口可乐最新款,2017/10/29 00:30,C,饮料,碳酸饮料
10601,3.0,可口可乐最新款,2017/10/29 00:49,C,饮料,碳酸饮料
10603,3.0,可口可乐最新款,2017/10/29 13:21,C,饮料,碳酸饮料
10631,3.0,可口可乐最新款,2017/11/7 08:36,C,饮料,碳酸饮料
10635,3.0,可口可乐最新款,2017/11/7 18:37,C,饮料,碳酸饮料
10648,3.0,可口可乐最新款,2017/11/12 11:08,C,饮料,碳酸饮料
10650,3.0,可口可乐最新款,2017/11/12 14:21,C,饮料,碳酸饮料
10661,3.0,可口可乐最新款,2017/11/15 08:59,C,饮料,碳酸饮料
10665,3.0,可口可乐最新款,2017/11/16 16:11,C,饮料,碳酸饮料
10669,3.0,可口可乐最新款,2017/11/17 16:45,C,饮料,碳酸饮料
10680,3.0,可口可乐最新款,2017/11/18 21:52,C,饮料,碳酸饮料
10683,3.0,可口可乐最新款,2017/11/19 16:49,C,饮料,碳酸饮料
10687,3.0,可口可乐最新款,2017/11/20 13:34,C,饮料,碳酸饮料
10689,3.0,可口可乐最新款,2017/11/24 18:06,C,饮料,碳酸饮料
10715,3.0,可口可乐最新款,2017/12/5 20:57,C,饮料,碳酸饮料
10718,3.0,可口可乐最新款,2017/12/6 15:09,C,饮料,碳酸饮料
10723,3.0,可口可乐最新款,2017/12/8 21:10,C,饮料,碳酸饮料
10732,3.0,可口可乐最新款,2017/12/10 20:21,C,饮料,碳酸饮料
10734,3.0,可口可乐最新款,2017/12/11 15:23,C,饮料,碳酸饮料
10741,3.0,可口可乐最新款,2017/12/13 17:39,C,饮料,碳酸饮料
10744,3.0,可口可乐最新款,2017/12/15 20:30,C,饮料,碳酸饮料
10745,3.0,可口可乐最新款,2017/12/15 21:18,C,饮料,碳酸饮料
10746,3.0,可口可乐最新款,2017/12/15 21:31,C,饮料,碳酸饮料
10747,3.0,可口可乐最新款,2017/12/16 21:03,C,饮料,碳酸饮料
10748,3.0,可口可乐最新款,2017/12/16 21:18,C,饮料,碳酸饮料
10749,3.0,可口可乐最新款,2017/12/17 21:18,C,饮料,碳酸饮料
10754,3.0,可口可乐最新款,2017/12/18 19:51,C,饮料,碳酸饮料
10755,3.0,可口可乐最新款,2017/12/18 21:10,C,饮料,碳酸饮料
10764,3.0,可口可乐最新款,2017/12/24 15:18,C,饮料,碳酸饮料
10765,3.0,可口可乐最新款,2017/12/24 17:15,C,饮料,碳酸饮料
10766,3.0,可口可乐最新款,2017/12/24 17:24,C,饮料,碳酸饮料
10767,3.0,可口可乐最新款,2017/12/24 17:33,C,饮料,碳酸饮料
10768,3.0,可口可乐最新款,2017/12/24 17:39,C,饮料,碳酸饮料
10771,3.0,可口可乐最新款,2017/12/24 23:42,C,饮料,碳酸饮料
10772,3.0,可口可乐最新款,2017/12/25 19:01,C,饮料,碳酸饮料
10775,3.0,可口可乐最新款,2017/12/26 15:01,C,饮料,碳酸饮料
10776,3.0,可口可乐最新款,2017/12/26 18:31,C,饮料,碳酸饮料
10777,3.0,可口可乐最新款,2017/12/26 18:36,C,饮料,碳酸饮料
10778,3.0,可口可乐最新款,2017/12/26 18:38,C,饮料,碳酸饮料
10779,3.0,可口可乐最新款,2017/12/26 19:36,C,饮料,碳酸饮料
10781,3.0,可口可乐最新款,2017/12/27 15:17,C,饮料,碳酸饮料
10783,3.0,可口可乐最新款,2017/12/27 17:09,C,饮料,碳酸饮料
10786,3.0,可口可乐最新款,2017/12/28 05:25,C,饮料,碳酸饮料
10790,3.0,可口可乐最新款,2017/12/31 04:56,C,饮料,碳酸饮料
10797,6.0,红牛,2017/1/8 20:52,C,饮料,功能饮料
10800,6.0,红牛,2017/1/9 14:50,C,饮料,功能饮料
10802,6.0,红牛,2017/1/9 23:37,C,饮料,功能饮料
10813,6.0,红牛,2017/2/2 13:38,C,饮料,功能饮料
10816,6.0,红牛,2017/2/3 20:19,C,饮料,功能饮料
10818,6.0,红牛,2017/2/4 13:51,C,饮料,功能饮料
10819,6.0,红牛,2017/2/4 15:50,C,饮料,功能饮料
10820,6.0,红牛,2017/2/4 16:09,C,饮料,功能饮料
10821,6.0,红牛,2017/2/4 16:17,C,饮料,功能饮料
10824,6.0,红牛,2017/2/9 11:48,C,饮料,功能饮料
10828,6.0,红牛,2017/3/29 17:39,C,饮料,功能饮料
10831,6.0,红牛,2017/3/29 21:47,C,饮料,功能饮料
10832,6.0,红牛,2017/3/29 21:56,C,饮料,功能饮料
10833,6.0,红牛,2017/3/30 15:21,C,饮料,功能饮料
10853,6.0,红牛,2017/4/1 16:48,C,饮料,功能饮料
10855,6.0,红牛,2017/4/10 19:44,C,饮料,功能饮料
10881,6.0,红牛,2017/5/4 10:04,C,饮料,功能饮料
10882,6.0,红牛,2017/5/5 20:10,C,饮料,功能饮料
10884,6.0,红牛,2017/5/8 12:07,C,饮料,功能饮料
10886,6.0,红牛,2017/5/13 03:34,C,饮料,功能饮料
10890,6.0,红牛,2017/5/16 15:08,C,饮料,功能饮料
10896,6.0,红牛,2017/5/19 18:26,C,饮料,功能饮料
10897,6.0,红牛,2017/5/21 17:53,C,饮料,功能饮料
10907,6.0,红牛,2017/5/27 19:05,C,饮料,功能饮料
10908,6.0,红牛,2017/5/27 19:35,C,饮料,功能饮料
10909,6.0,红牛,2017/5/27 20:46,C,饮料,功能饮料
10911,6.0,红牛,2017/5/28 12:29,C,饮料,功能饮料
10912,6.0,红牛,2017/5/29 17:43,C,饮料,功能饮料
10913,6.0,红牛,2017/5/29 21:34,C,饮料,功能饮料
10919,6.0,红牛,2017/6/1 13:39,C,饮料,功能饮料
10930,6.0,红牛,2017/6/5 18:27,C,饮料,功能饮料
10939,6.0,红牛,2017/6/7 12:08,C,饮料,功能饮料
10946,6.0,红牛,2017/6/9 13:28,C,饮料,功能饮料
10951,6.0,红牛,2017/6/10 18:04,C,饮料,功能饮料
10960,6.0,红牛,2017/6/17 02:14,C,饮料,功能饮料
10964,6.0,红牛,2017/6/18 19:15,C,饮料,功能饮料
10968,6.0,红牛,2017/6/21 12:22,C,饮料,功能饮料
10971,6.0,红牛,2017/6/21 17:50,C,饮料,功能饮料
10974,6.0,红牛,2017/6/22 14:31,C,饮料,功能饮料
10981,6.0,红牛,2017/6/25 15:20,C,饮料,功能饮料
10991,6.0,红牛,2017/6/26 16:14,C,饮料,功能饮料
10995,6.0,红牛,2017/6/30 00:26,C,饮料,功能饮料
10996,6.0,红牛,2017/6/30 04:09,C,饮料,功能饮料
10997,6.0,红牛,2017/6/30 04:11,C,饮料,功能饮料
11002,6.0,红牛,2017/6/30 17:45,C,饮料,功能饮料
11004,6.0,红牛,2017/6/30 17:56,C,饮料,功能饮料
11007,6.0,红牛,2017/7/2 22:42,C,饮料,功能饮料
11008,6.0,红牛,2017/7/2 23:48,C,饮料,功能饮料
11009,6.0,红牛,2017/7/3 09:50,C,饮料,功能饮料
11022,6.0,红牛,2017/7/30 19:59,C,饮料,功能饮料
11023,6.0,红牛,2017/7/31 14:13,C,饮料,功能饮料
11024,6.0,红牛,2017/7/31 14:40,C,饮料,功能饮料
11031,6.0,红牛,2017/8/4 09:37,C,饮料,功能饮料
11032,6.0,红牛,2017/8/4 11:23,C,饮料,功能饮料
11033,6.0,红牛,2017/8/4 12:22,C,饮料,功能饮料
11034,6.0,红牛,2017/8/4 12:29,C,饮料,功能饮料
11036,6.0,红牛,2017/8/4 14:16,C,饮料,功能饮料
11039,6.0,红牛,2017/8/5 22:59,C,饮料,功能饮料
11040,6.0,红牛,2017/8/5 23:00,C,饮料,功能饮料
11058,6.0,红牛,2017/8/12 15:32,C,饮料,功能饮料
11059,6.0,红牛,2017/8/12 16:23,C,饮料,功能饮料
11060,6.0,红牛,2017/8/12 17:23,C,饮料,功能饮料
11064,6.0,红牛,2017/8/15 21:49,C,饮料,功能饮料
11067,6.0,红牛,2017/8/17 05:38,C,饮料,功能饮料
11068,6.0,红牛,2017/8/17 06:31,C,饮料,功能饮料
11074,6.0,红牛,2017/8/17 18:11,C,饮料,功能饮料
11086,6.0,红牛,2017/8/18 20:04,C,饮料,功能饮料
11089,6.0,红牛,2017/8/19 16:38,C,饮料,功能饮料
11092,6.0,红牛,2017/8/20 14:44,C,饮料,功能饮料
11096,6.0,红牛,2017/8/21 09:15,C,饮料,功能饮料
11104,6.0,红牛,2017/8/24 08:32,C,饮料,功能饮料
11112,6.0,红牛,2017/8/28 07:59,C,饮料,功能饮料
11115,6.0,红牛,2017/8/29 15:37,C,饮料,功能饮料
11116,6.0,红牛,2017/8/29 18:10,C,饮料,功能饮料
11117,6.0,红牛,2017/8/29 19:45,C,饮料,功能饮料
11118,6.0,红牛,2017/8/30 20:51,C,饮料,功能饮料
11127,6.0,红牛,2017/9/2 15:00,C,饮料,功能饮料
11128,6.0,红牛,2017/9/2 15:22,C,饮料,功能饮料
11129,6.0,红牛,2017/9/2 17:02,C,饮料,功能饮料
11132,6.0,红牛,2017/9/3 13:17,C,饮料,功能饮料
11138,6.0,红牛,2017/9/6 08:51,C,饮料,功能饮料
11144,6.0,红牛,2017/9/7 13:58,C,饮料,功能饮料
11146,6.0,红牛,2017/9/7 19:27,C,饮料,功能饮料
11147,6.0,红牛,2017/9/8 08:16,C,饮料,功能饮料
11149,6.0,红牛,2017/9/8 10:02,C,饮料,功能饮料
11150,6.0,红牛,2017/9/8 12:54,C,饮料,功能饮料
11152,6.0,红牛,2017/9/9 08:27,C,饮料,功能饮料
11155,6.0,红牛,2017/9/10 12:16,C,饮料,功能饮料
11158,6.0,红牛,2017/9/11 12:21,C,饮料,功能饮料
11163,6.0,红牛,2017/9/12 22:13,C,饮料,功能饮料
11166,6.0,红牛,2017/9/14 08:10,C,饮料,功能饮料
11170,6.0,红牛,2017/9/15 12:41,C,饮料,功能饮料
11171,6.0,红牛,2017/9/15 13:29,C,饮料,功能饮料
11175,6.0,红牛,2017/9/16 14:46,C,饮料,功能饮料
11178,6.0,红牛,2017/9/16 18:09,C,饮料,功能饮料
11180,6.0,红牛,2017/9/16 22:11,C,饮料,功能饮料
11182,6.0,红牛,2017/9/17 10:17,C,饮料,功能饮料
11188,6.0,红牛,2017/9/17 18:14,C,饮料,功能饮料
11193,6.0,红牛,2017/9/20 10:35,C,饮料,功能饮料
11194,6.0,红牛,2017/9/20 13:36,C,饮料,功能饮料
11196,6.0,红牛,2017/9/21 08:31,C,饮料,功能饮料
11205,6.0,红牛,2017/9/22 14:59,C,饮料,功能饮料
11211,6.0,红牛,2017/9/23 13:37,C,饮料,功能饮料
11214,6.0,红牛,2017/9/23 17:21,C,饮料,功能饮料
11220,6.0,红牛,2017/9/24 16:03,C,饮料,功能饮料
11221,6.0,红牛,2017/9/24 16:05,C,饮料,功能饮料
11227,6.0,红牛,2017/9/25 17:00,C,饮料,功能饮料
11231,6.0,红牛,2017/9/26 16:55,C,饮料,功能饮料
11235,6.0,红牛,2017/9/27 21:49,C,饮料,功能饮料
11255,6.0,红牛,2017/9/30 18:18,C,饮料,功能饮料
11263,6.0,红牛,2017/10/7 16:28,C,饮料,功能饮料
11266,6.0,红牛,2017/10/8 12:43,C,饮料,功能饮料
11269,6.0,红牛,2017/10/8 16:19,C,饮料,功能饮料
11274,6.0,红牛,2017/10/10 20:06,C,饮料,功能饮料
11278,6.0,红牛,2017/10/12 20:00,C,饮料,功能饮料
11282,6.0,红牛,2017/10/13 20:31,C,饮料,功能饮料
11283,6.0,红牛,2017/10/14 15:03,C,饮料,功能饮料
11292,6.0,红牛,2017/10/15 16:40,C,饮料,功能饮料
11307,6.0,红牛,2017/10/18 18:29,C,饮料,功能饮料
11309,6.0,红牛,2017/10/18 20:39,C,饮料,功能饮料
11318,6.0,红牛,2017/10/20 07:53,C,饮料,功能饮料
11321,6.0,红牛,2017/10/20 20:58,C,饮料,功能饮料
11331,6.0,红牛,2017/10/21 20:19,C,饮料,功能饮料
11332,6.0,红牛,2017/10/23 02:20,C,饮料,功能饮料
11338,6.0,红牛,2017/10/24 09:42,C,饮料,功能饮料
11343,6.0,红牛,2017/10/24 12:28,C,饮料,功能饮料
11347,6.0,红牛,2017/10/24 22:30,C,饮料,功能饮料
11358,6.0,红牛,2017/10/26 22:00,C,饮料,功能饮料
11365,6.0,红牛,2017/10/27 23:02,C,饮料,功能饮料
11366,6.0,红牛,2017/10/28 13:26,C,饮料,功能饮料
11369,6.0,红牛,2017/10/28 19:08,C,饮料,功能饮料
11372,6.0,红牛,2017/10/28 21:18,C,饮料,功能饮料
11376,6.0,红牛,2017/10/29 15:30,C,饮料,功能饮料
11378,6.0,红牛,2017/10/29 17:38,C,饮料,功能饮料
11384,6.0,红牛,2017/10/29 20:16,C,饮料,功能饮料
11387,6.0,红牛,2017/10/30 17:38,C,饮料,功能饮料
11389,6.0,红牛,2017/10/31 15:31,C,饮料,功能饮料
11390,6.0,红牛,2017/10/31 21:09,C,饮料,功能饮料
11391,6.0,红牛,2017/11/1 01:46,C,饮料,功能饮料
11392,6.0,红牛,2017/11/1 07:58,C,饮料,功能饮料
11394,6.0,红牛,2017/11/1 11:09,C,饮料,功能饮料
11401,6.0,红牛,2017/11/2 08:32,C,饮料,功能饮料
11403,6.0,红牛,2017/11/2 11:47,C,饮料,功能饮料
11407,6.0,红牛,2017/11/2 18:36,C,饮料,功能饮料
11423,6.0,红牛,2017/11/5 18:49,C,饮料,功能饮料
11424,6.0,红牛,2017/11/5 19:28,C,饮料,功能饮料
11425,6.0,红牛,2017/11/6 08:56,C,饮料,功能饮料
11431,6.0,红牛,2017/11/6 16:45,C,饮料,功能饮料
11433,6.0,红牛,2017/11/6 18:37,C,饮料,功能饮料
11437,6.0,红牛,2017/11/7 02:40,C,饮料,功能饮料
11438,6.0,红牛,2017/11/7 09:13,C,饮料,功能饮料
11443,6.0,红牛,2017/11/7 15:29,C,饮料,功能饮料
11444,6.0,红牛,2017/11/7 15:36,C,饮料,功能饮料
11445,6.0,红牛,2017/11/7 16:57,C,饮料,功能饮料
11449,6.0,红牛,2017/11/8 12:39,C,饮料,功能饮料
11454,6.0,红牛,2017/11/9 08:02,C,饮料,功能饮料
11461,6.0,红牛,2017/11/9 15:59,C,饮料,功能饮料
11466,6.0,红牛,2017/11/11 15:54,C,饮料,功能饮料
11469,6.0,红牛,2017/11/11 17:31,C,饮料,功能饮料
11475,6.0,红牛,2017/11/12 16:53,C,饮料,功能饮料
11479,6.0,红牛,2017/11/13 07:53,C,饮料,功能饮料
11499,6.0,红牛,2017/11/14 15:38,C,饮料,功能饮料
11502,6.0,红牛,2017/11/14 19:31,C,饮料,功能饮料
11505,6.0,红牛,2017/11/15 10:54,C,饮料,功能饮料
11508,6.0,红牛,2017/11/15 16:26,C,饮料,功能饮料
11509,6.0,红牛,2017/11/15 18:30,C,饮料,功能饮料
11510,6.0,红牛,2017/11/15 19:06,C,饮料,功能饮料
11517,6.0,红牛,2017/11/16 15:56,C,饮料,功能饮料
11522,6.0,红牛,2017/11/17 12:17,C,饮料,功能饮料
11530,6.0,红牛,2017/11/18 12:36,C,饮料,功能饮料
11533,6.0,红牛,2017/11/18 15:22,C,饮料,功能饮料
11536,6.0,红牛,2017/11/18 16:34,C,饮料,功能饮料
11539,6.0,红牛,2017/11/18 18:14,C,饮料,功能饮料
11544,6.0,红牛,2017/11/19 09:35,C,饮料,功能饮料
11551,6.0,红牛,2017/11/19 21:24,C,饮料,功能饮料
11558,6.0,红牛,2017/11/20 13:35,C,饮料,功能饮料
11559,6.0,红牛,2017/11/20 14:02,C,饮料,功能饮料
11562,6.0,红牛,2017/11/20 16:50,C,饮料,功能饮料
11564,6.0,红牛,2017/11/20 17:51,C,饮料,功能饮料
11573,6.0,红牛,2017/11/25 17:23,C,饮料,功能饮料
11578,6.0,红牛,2017/11/29 10:26,C,饮料,功能饮料
11579,6.0,红牛,2017/11/29 16:42,C,饮料,功能饮料
11603,6.0,红牛,2017/12/4 17:05,C,饮料,功能饮料
11609,6.0,红牛,2017/12/5 04:45,C,饮料,功能饮料
11610,6.0,红牛,2017/12/5 12:24,C,饮料,功能饮料
11612,6.0,红牛,2017/12/5 17:58,C,饮料,功能饮料
11613,6.0,红牛,2017/12/5 19:59,C,饮料,功能饮料
11615,6.0,红牛,2017/12/6 02:54,C,饮料,功能饮料
11616,6.0,红牛,2017/12/6 02:55,C,饮料,功能饮料
11617,6.0,红牛,2017/12/6 12:25,C,饮料,功能饮料
11625,6.0,红牛,2017/12/8 17:51,C,饮料,功能饮料
11626,6.0,红牛,2017/12/8 17:52,C,饮料,功能饮料
11627,6.0,红牛,2017/12/8 17:54,C,饮料,功能饮料
11628,6.0,红牛,2017/12/8 17:59,C,饮料,功能饮料
11631,6.0,红牛,2017/12/8 20:52,C,饮料,功能饮料
11633,6.0,红牛,2017/12/9 00:04,C,饮料,功能饮料
11638,6.0,红牛,2017/12/10 12:02,C,饮料,功能饮料
11639,6.0,红牛,2017/12/10 18:04,C,饮料,功能饮料
11651,6.0,红牛,2017/12/12 21:06,C,饮料,功能饮料
11707,6.0,红牛,2017/12/15 20:48,C,饮料,功能饮料
11708,6.0,红牛,2017/12/16 05:09,C,饮料,功能饮料
11709,6.0,红牛,2017/12/16 07:51,C,饮料,功能饮料
11710,6.0,红牛,2017/12/16 07:57,C,饮料,功能饮料
11711,6.0,红牛,2017/12/16 08:04,C,饮料,功能饮料
11713,6.0,红牛,2017/12/16 17:19,C,饮料,功能饮料
11715,6.0,红牛,2017/12/16 18:08,C,饮料,功能饮料
11716,6.0,红牛,2017/12/16 18:23,C,饮料,功能饮料
11721,6.0,红牛,2017/12/17 15:37,C,饮料,功能饮料
11722,6.0,红牛,2017/12/17 18:24,C,饮料,功能饮料
11740,6.0,红牛,2017/12/24 12:39,C,饮料,功能饮料
11746,6.0,红牛,2017/12/25 23:07,C,饮料,功能饮料
11748,6.0,红牛,2017/12/26 10:55,C,饮料,功能饮料
11749,6.0,红牛,2017/12/26 10:58,C,饮料,功能饮料
11751,6.0,红牛,2017/12/26 14:11,C,饮料,功能饮料
11755,6.0,红牛,2017/12/26 17:05,C,饮料,功能饮料
11756,6.0,红牛,2017/12/26 17:58,C,饮料,功能饮料
11757,6.0,红牛,2017/12/26 18:54,C,饮料,功能饮料
11758,6.0,红牛,2017/12/26 23:26,C,饮料,功能饮料
11760,6.0,红牛,2017/12/27 14:33,C,饮料,功能饮料
11761,6.0,红牛,2017/12/28 02:40,C,饮料,功能饮料
11790,4.0,统一冰红茶,2017/1/10 12:13,C,饮料,茶饮料
11791,4.0,统一冰红茶,2017/1/10 13:29,C,饮料,茶饮料
11792,4.0,统一冰红茶,2017/1/10 16:01,C,饮料,茶饮料
11795,4.0,统一冰红茶,2017/1/11 04:28,C,饮料,茶饮料
11801,4.0,统一冰红茶,2017/1/31 17:56,C,饮料,茶饮料
11816,3.0,统一冰红茶,2017/2/2 20:49,C,饮料,茶饮料
11817,3.0,统一冰红茶,2017/2/3 21:48,C,饮料,茶饮料
11819,3.5,统一冰红茶,2017/2/4 13:08,C,饮料,茶饮料
11846,4.0,统一冰红茶,2017/2/25 10:39,C,饮料,茶饮料
11847,3.0,统一冰红茶,2017/2/26 01:20,C,饮料,茶饮料
11857,3.0,统一冰红茶,2017/3/29 10:54,C,饮料,茶饮料
11858,3.0,统一冰红茶,2017/3/29 11:24,C,饮料,茶饮料
11860,3.0,统一冰红茶,2017/3/29 16:15,C,饮料,茶饮料
11862,3.0,统一冰红茶,2017/3/29 17:42,C,饮料,茶饮料
11863,3.0,统一冰红茶,2017/3/29 18:48,C,饮料,茶饮料
11865,3.0,统一冰红茶,2017/3/29 19:19,C,饮料,茶饮料
11876,3.0,统一冰红茶,2017/3/30 14:41,C,饮料,茶饮料
11878,3.0,统一冰红茶,2017/3/30 17:51,C,饮料,茶饮料
11879,3.0,统一冰红茶,2017/3/30 18:41,C,饮料,茶饮料
11881,4.0,统一冰红茶,2017/3/30 20:08,C,饮料,茶饮料
11885,4.0,统一冰红茶,2017/3/31 00:22,C,饮料,茶饮料
11890,3.5,统一冰红茶,2017/3/31 14:50,C,饮料,茶饮料
11901,3.0,统一冰红茶,2017/4/4 00:43,C,饮料,茶饮料
11902,4.0,统一冰红茶,2017/4/4 22:24,C,饮料,茶饮料
11909,3.5,统一冰红茶,2017/4/8 20:01,C,饮料,茶饮料
11912,3.5,统一冰红茶,2017/4/9 12:12,C,饮料,茶饮料
11916,4.0,统一冰红茶,2017/4/11 01:47,C,饮料,茶饮料
11927,3.0,统一冰红茶,2017/4/14 20:27,C,饮料,茶饮料
11929,3.5,统一冰红茶,2017/4/15 17:53,C,饮料,茶饮料
11930,4.0,统一冰红茶,2017/4/15 20:43,C,饮料,茶饮料
11932,4.0,统一冰红茶,2017/4/16 11:47,C,饮料,茶饮料
11935,4.0,统一冰红茶,2017/4/17 09:02,C,饮料,茶饮料
11937,3.0,统一冰红茶,2017/4/17 12:28,C,饮料,茶饮料
11941,3.0,统一冰红茶,2017/4/19 07:54,C,饮料,茶饮料
11950,3.5,统一冰红茶,2017/4/22 08:39,C,饮料,茶饮料
11951,4.0,统一冰红茶,2017/4/23 09:43,C,饮料,茶饮料
11952,3.0,统一冰红茶,2017/4/23 10:25,C,饮料,茶饮料
11957,4.0,统一冰红茶,2017/4/24 15:43,C,饮料,茶饮料
11958,4.0,统一冰红茶,2017/4/24 16:23,C,饮料,茶饮料
11976,3.0,统一冰红茶,2017/5/8 09:36,C,饮料,茶饮料
11978,3.5,统一冰红茶,2017/5/11 19:49,C,饮料,茶饮料
11979,3.5,统一冰红茶,2017/5/11 22:02,C,饮料,茶饮料
11992,3.0,统一冰红茶,2017/5/20 18:00,C,饮料,茶饮料
11993,3.0,统一冰红茶,2017/5/21 04:33,C,饮料,茶饮料
11998,3.0,统一冰红茶,2017/5/22 07:47,C,饮料,茶饮料
12000,3.0,统一冰红茶,2017/5/22 17:10,C,饮料,茶饮料
12008,3.0,统一冰红茶,2017/5/26 12:19,C,饮料,茶饮料
12009,3.0,统一冰红茶,2017/5/26 17:33,C,饮料,茶饮料
12015,3.0,统一冰红茶,2017/5/29 09:02,C,饮料,茶饮料
12036,3.0,统一冰红茶,2017/6/2 12:50,C,饮料,茶饮料
12039,3.0,统一冰红茶,2017/6/3 16:51,C,饮料,茶饮料
12046,3.5,统一冰红茶,2017/6/4 17:04,C,饮料,茶饮料
12049,3.0,统一冰红茶,2017/6/4 20:08,C,饮料,茶饮料
12058,3.5,统一冰红茶,2017/6/5 15:37,C,饮料,茶饮料
12059,3.0,统一冰红茶,2017/6/5 15:55,C,饮料,茶饮料
12062,3.0,统一冰红茶,2017/6/5 18:28,C,饮料,茶饮料
