,金额,商品,支付时间,地点,大类,二级类
13614,3.5,统一冰红茶,2017/12/25 13:46,E,饮料,茶饮料
13615,3.5,统一冰红茶,2017/12/25 16:22,E,饮料,茶饮料
13616,3.5,统一冰红茶,2017/12/25 16:23,E,饮料,茶饮料
13617,3.5,统一冰红茶,2017/12/25 18:32,E,饮料,茶饮料
13619,3.0,统一冰红茶,2017/12/25 19:30,E,饮料,茶饮料
13620,3.5,统一冰红茶,2017/12/25 20:12,E,饮料,茶饮料
13621,3.5,统一冰红茶,2017/12/25 20:25,E,饮料,茶饮料
13622,3.5,统一冰红茶,2017/12/25 20:26,E,饮料,茶饮料
13643,3.5,统一冰红茶,2017/12/27 15:46,E,饮料,茶饮料
13645,3.0,统一冰红茶,2017/12/27 22:43,E,饮料,茶饮料
13659,3.5,统一冰红茶,2017/12/28 17:31,E,饮料,茶饮料
13662,3.5,统一冰红茶,2017/12/31 04:13,E,饮料,茶饮料
13664,3.5,统一冰红茶,2017/12/31 13:45,E,饮料,茶饮料
13671,4.0,阿萨姆奶茶,2017/1/8 20:00,E,饮料,茶饮料
13672,4.0,阿萨姆奶茶,2017/1/8 20:05,E,饮料,茶饮料
13673,4.0,阿萨姆奶茶,2017/1/8 20:06,E,饮料,茶饮料
13675,4.0,阿萨姆奶茶,2017/1/8 20:37,E,饮料,茶饮料
13679,4.0,阿萨姆奶茶,2017/1/9 02:43,E,饮料,茶饮料
13685,4.0,阿萨姆奶茶,2017/1/9 17:16,E,饮料,茶饮料
13691,4.0,阿萨姆奶茶,2017/1/9 21:22,E,饮料,茶饮料
13696,4.0,阿萨姆奶茶,2017/1/9 23:53,E,饮料,茶饮料
13705,4.0,阿萨姆奶茶,2017/1/12 22:17,E,饮料,茶饮料
13709,4.0,阿萨姆奶茶,2017/1/31 15:33,E,饮料,茶饮料
13718,3.5,阿萨姆奶茶,2017/2/4 22:17,E,饮料,茶饮料
13719,3.5,阿萨姆奶茶,2017/2/5 09:09,E,饮料,茶饮料
13720,4.0,阿萨姆奶茶,2017/2/5 09:10,E,饮料,茶饮料
13724,4.0,阿萨姆奶茶,2017/2/5 16:42,E,饮料,茶饮料
13729,4.0,阿萨姆奶茶,2017/2/8 16:02,E,饮料,茶饮料
13732,4.5,阿萨姆奶茶,2017/2/12 00:13,E,饮料,茶饮料
13733,3.5,阿萨姆奶茶,2017/2/13 15:16,E,饮料,茶饮料
13735,4.0,阿萨姆奶茶,2017/2/16 10:21,E,饮料,茶饮料
13738,4.0,阿萨姆奶茶,2017/2/17 13:32,E,饮料,茶饮料
13740,4.0,阿萨姆奶茶,2017/2/18 19:02,E,饮料,茶饮料
13741,4.0,阿萨姆奶茶,2017/2/18 22:14,E,饮料,茶饮料
13746,4.5,阿萨姆奶茶,2017/2/22 18:45,E,饮料,茶饮料
13747,4.0,阿萨姆奶茶,2017/2/22 21:06,E,饮料,茶饮料
13759,4.0,阿萨姆奶茶,2017/3/28 20:20,E,饮料,茶饮料
13760,4.0,阿萨姆奶茶,2017/3/28 20:30,E,饮料,茶饮料
13761,4.0,阿萨姆奶茶,2017/3/28 20:40,E,饮料,茶饮料
13762,4.0,阿萨姆奶茶,2017/3/28 20:51,E,饮料,茶饮料
13765,4.0,阿萨姆奶茶,2017/3/28 21:04,E,饮料,茶饮料
13770,4.0,阿萨姆奶茶,2017/3/28 21:59,E,饮料,茶饮料
13771,4.0,阿萨姆奶茶,2017/3/28 22:04,E,饮料,茶饮料
13772,4.0,阿萨姆奶茶,2017/3/28 22:05,E,饮料,茶饮料
13774,4.0,阿萨姆奶茶,2017/3/29 00:34,E,饮料,茶饮料
13775,4.0,阿萨姆奶茶,2017/3/29 02:56,E,饮料,茶饮料
13779,4.0,阿萨姆奶茶,2017/3/29 11:52,E,饮料,茶饮料
13784,4.5,阿萨姆奶茶,2017/3/29 15:29,E,饮料,茶饮料
13786,4.5,阿萨姆奶茶,2017/3/29 16:40,E,饮料,茶饮料
13787,4.0,阿萨姆奶茶,2017/3/29 17:14,E,饮料,茶饮料
13788,4.5,阿萨姆奶茶,2017/3/29 17:51,E,饮料,茶饮料
13789,4.5,阿萨姆奶茶,2017/3/29 17:52,E,饮料,茶饮料
13790,4.5,阿萨姆奶茶,2017/3/29 18:08,E,饮料,茶饮料
13791,4.5,阿萨姆奶茶,2017/3/29 18:17,E,饮料,茶饮料
13792,4.5,阿萨姆奶茶,2017/3/29 18:32,E,饮料,茶饮料
13795,4.5,阿萨姆奶茶,2017/3/29 19:05,E,饮料,茶饮料
13798,4.5,阿萨姆奶茶,2017/3/29 20:50,E,饮料,茶饮料
13799,4.5,阿萨姆奶茶,2017/3/29 21:12,E,饮料,茶饮料
13801,4.5,阿萨姆奶茶,2017/3/29 22:12,E,饮料,茶饮料
13802,4.0,阿萨姆奶茶,2017/3/30 10:46,E,饮料,茶饮料
13803,4.0,阿萨姆奶茶,2017/3/30 10:47,E,饮料,茶饮料
13804,4.5,阿萨姆奶茶,2017/3/30 13:43,E,饮料,茶饮料
13805,5.0,阿萨姆奶茶,2017/3/30 16:48,E,饮料,茶饮料
13806,5.0,阿萨姆奶茶,2017/3/30 16:49,E,饮料,茶饮料
13807,5.0,阿萨姆奶茶,2017/3/30 16:50,E,饮料,茶饮料
13808,5.0,阿萨姆奶茶,2017/3/30 17:32,E,饮料,茶饮料
13811,4.0,阿萨姆奶茶,2017/3/30 21:09,E,饮料,茶饮料
13814,4.0,阿萨姆奶茶,2017/3/31 01:16,E,饮料,茶饮料
13820,4.0,阿萨姆奶茶,2017/3/31 14:14,E,饮料,茶饮料
13821,4.0,阿萨姆奶茶,2017/3/31 14:50,E,饮料,茶饮料
13822,4.0,阿萨姆奶茶,2017/3/31 14:52,E,饮料,茶饮料
13832,4.0,阿萨姆奶茶,2017/4/1 16:34,E,饮料,茶饮料
13838,4.0,阿萨姆奶茶,2017/4/8 08:57,E,饮料,茶饮料
13839,4.0,阿萨姆奶茶,2017/4/8 12:01,E,饮料,茶饮料
13841,4.5,阿萨姆奶茶,2017/4/8 12:16,E,饮料,茶饮料
13842,4.0,阿萨姆奶茶,2017/4/8 20:16,E,饮料,茶饮料
13846,4.0,阿萨姆奶茶,2017/4/10 08:07,E,饮料,茶饮料
13848,4.0,阿萨姆奶茶,2017/4/10 19:07,E,饮料,茶饮料
13858,4.0,阿萨姆奶茶,2017/4/14 17:12,E,饮料,茶饮料
13860,5.0,阿萨姆奶茶,2017/4/15 17:39,E,饮料,茶饮料
13862,4.0,阿萨姆奶茶,2017/4/15 18:18,E,饮料,茶饮料
13873,4.5,阿萨姆奶茶,2017/4/17 14:57,E,饮料,茶饮料
13874,4.5,阿萨姆奶茶,2017/4/17 16:46,E,饮料,茶饮料
13878,4.0,阿萨姆奶茶,2017/4/17 18:39,E,饮料,茶饮料
13880,4.5,阿萨姆奶茶,2017/4/18 15:38,E,饮料,茶饮料
13882,4.0,阿萨姆奶茶,2017/4/18 21:57,E,饮料,茶饮料
13885,4.0,阿萨姆奶茶,2017/4/20 11:25,E,饮料,茶饮料
13888,4.0,阿萨姆奶茶,2017/4/20 19:00,E,饮料,茶饮料
13890,4.0,阿萨姆奶茶,2017/4/21 13:16,E,饮料,茶饮料
13891,5.0,阿萨姆奶茶,2017/4/21 15:57,E,饮料,茶饮料
13892,4.5,阿萨姆奶茶,2017/4/21 16:32,E,饮料,茶饮料
13898,4.0,阿萨姆奶茶,2017/4/22 21:20,E,饮料,茶饮料
13900,4.5,阿萨姆奶茶,2017/4/24 08:13,E,饮料,茶饮料
13902,4.5,阿萨姆奶茶,2017/4/25 08:54,E,饮料,茶饮料
13904,5.0,阿萨姆奶茶,2017/4/25 17:32,E,饮料,茶饮料
13910,4.0,阿萨姆奶茶,2017/4/27 17:52,E,饮料,茶饮料
13912,4.0,阿萨姆奶茶,2017/4/28 00:22,E,饮料,茶饮料
13913,4.0,阿萨姆奶茶,2017/4/28 01:09,E,饮料,茶饮料
13914,4.5,阿萨姆奶茶,2017/4/28 10:00,E,饮料,茶饮料
13919,4.0,阿萨姆奶茶,2017/4/29 10:05,E,饮料,茶饮料
13921,5.0,阿萨姆奶茶,2017/4/29 14:54,E,饮料,茶饮料
13925,4.0,阿萨姆奶茶,2017/4/30 09:00,E,饮料,茶饮料
13926,4.0,阿萨姆奶茶,2017/4/30 14:52,E,饮料,茶饮料
13927,4.0,阿萨姆奶茶,2017/4/30 16:28,E,饮料,茶饮料
13929,4.0,阿萨姆奶茶,2017/4/30 19:50,E,饮料,茶饮料
13937,4.0,阿萨姆奶茶,2017/5/7 09:38,E,饮料,茶饮料
13941,4.0,阿萨姆奶茶,2017/5/14 02:59,E,饮料,茶饮料
13943,4.0,阿萨姆奶茶,2017/5/17 10:23,E,饮料,茶饮料
13945,4.0,阿萨姆奶茶,2017/5/18 13:28,E,饮料,茶饮料
13949,4.0,阿萨姆奶茶,2017/5/21 11:58,E,饮料,茶饮料
13950,4.0,阿萨姆奶茶,2017/5/21 17:34,E,饮料,茶饮料
13951,4.0,阿萨姆奶茶,2017/5/21 17:38,E,饮料,茶饮料
13957,5.0,阿萨姆奶茶,2017/5/23 20:39,E,饮料,茶饮料
13964,5.0,阿萨姆奶茶,2017/5/25 13:06,E,饮料,茶饮料
13966,4.0,阿萨姆奶茶,2017/5/26 14:33,E,饮料,茶饮料
13972,4.0,阿萨姆奶茶,2017/5/29 23:19,E,饮料,茶饮料
13990,4.0,阿萨姆奶茶,2017/6/2 19:25,E,饮料,茶饮料
13991,4.0,阿萨姆奶茶,2017/6/2 19:26,E,饮料,茶饮料
14004,4.0,阿萨姆奶茶,2017/6/5 09:20,E,饮料,茶饮料
14016,4.0,阿萨姆奶茶,2017/6/6 08:34,E,饮料,茶饮料
14022,4.0,阿萨姆奶茶,2017/6/6 21:18,E,饮料,茶饮料
14033,4.0,阿萨姆奶茶,2017/6/10 14:51,E,饮料,茶饮料
14034,4.0,阿萨姆奶茶,2017/6/10 19:27,E,饮料,茶饮料
14037,4.5,阿萨姆奶茶,2017/6/14 18:51,E,饮料,茶饮料
14046,4.0,阿萨姆奶茶,2017/6/16 18:02,E,饮料,茶饮料
14053,4.5,阿萨姆奶茶,2017/6/17 19:13,E,饮料,茶饮料
14058,4.5,阿萨姆奶茶,2017/6/18 15:23,E,饮料,茶饮料
14078,4.0,阿萨姆奶茶,2017/6/23 16:25,E,饮料,茶饮料
14080,4.0,阿萨姆奶茶,2017/6/23 17:09,E,饮料,茶饮料
14084,4.5,阿萨姆奶茶,2017/6/23 21:36,E,饮料,茶饮料
14093,4.0,阿萨姆奶茶,2017/6/25 10:01,E,饮料,茶饮料
14096,4.5,阿萨姆奶茶,2017/6/26 16:29,E,饮料,茶饮料
14108,5.0,阿萨姆奶茶,2017/6/28 12:16,E,饮料,茶饮料
14110,5.0,阿萨姆奶茶,2017/6/28 12:23,E,饮料,茶饮料
14112,4.0,阿萨姆奶茶,2017/6/28 13:01,E,饮料,茶饮料
14113,4.5,阿萨姆奶茶,2017/6/28 13:28,E,饮料,茶饮料
14136,4.5,阿萨姆奶茶,2017/7/7 08:28,E,饮料,茶饮料
14143,4.0,阿萨姆奶茶,2017/7/8 16:37,E,饮料,茶饮料
14147,4.0,阿萨姆奶茶,2017/7/14 16:10,E,饮料,茶饮料
14149,5.0,阿萨姆奶茶,2017/7/16 12:14,E,饮料,茶饮料
14151,4.0,阿萨姆奶茶,2017/7/18 09:38,E,饮料,茶饮料
14158,5.0,阿萨姆奶茶,2017/7/24 13:24,E,饮料,茶饮料
14160,5.0,阿萨姆奶茶,2017/7/24 16:35,E,饮料,茶饮料
14162,5.0,阿萨姆奶茶,2017/7/24 18:57,E,饮料,茶饮料
14164,4.5,阿萨姆奶茶,2017/7/25 09:57,E,饮料,茶饮料
14165,4.5,阿萨姆奶茶,2017/7/25 12:36,E,饮料,茶饮料
14166,5.0,阿萨姆奶茶,2017/7/25 13:06,E,饮料,茶饮料
14167,4.0,阿萨姆奶茶,2017/7/25 15:24,E,饮料,茶饮料
14168,4.5,阿萨姆奶茶,2017/7/25 17:15,E,饮料,茶饮料
14171,5.0,阿萨姆奶茶,2017/7/26 12:38,E,饮料,茶饮料
14175,4.0,阿萨姆奶茶,2017/7/26 20:26,E,饮料,茶饮料
14188,4.5,阿萨姆奶茶,2017/7/28 08:59,E,饮料,茶饮料
14193,4.0,阿萨姆奶茶,2017/7/29 10:25,E,饮料,茶饮料
14195,4.0,阿萨姆奶茶,2017/7/29 15:06,E,饮料,茶饮料
14197,4.5,阿萨姆奶茶,2017/7/30 08:42,E,饮料,茶饮料
14198,4.0,阿萨姆奶茶,2017/7/30 09:01,E,饮料,茶饮料
14199,4.0,阿萨姆奶茶,2017/7/30 09:07,E,饮料,茶饮料
14201,4.5,阿萨姆奶茶,2017/7/30 12:16,E,饮料,茶饮料
14207,5.0,阿萨姆奶茶,2017/7/31 09:01,E,饮料,茶饮料
14208,4.5,阿萨姆奶茶,2017/7/31 09:34,E,饮料,茶饮料
14211,4.5,阿萨姆奶茶,2017/7/31 10:57,E,饮料,茶饮料
14214,4.5,阿萨姆奶茶,2017/7/31 13:26,E,饮料,茶饮料
14216,5.0,阿萨姆奶茶,2017/7/31 17:46,E,饮料,茶饮料
14219,4.5,阿萨姆奶茶,2017/8/1 09:26,E,饮料,茶饮料
14221,4.0,阿萨姆奶茶,2017/8/1 14:09,E,饮料,茶饮料
14223,4.0,阿萨姆奶茶,2017/8/1 18:28,E,饮料,茶饮料
14228,4.0,阿萨姆奶茶,2017/8/2 10:48,E,饮料,茶饮料
14231,4.5,阿萨姆奶茶,2017/8/2 18:04,E,饮料,茶饮料
14232,4.0,阿萨姆奶茶,2017/8/2 19:10,E,饮料,茶饮料
14233,5.0,阿萨姆奶茶,2017/8/3 10:15,E,饮料,茶饮料
14234,4.5,阿萨姆奶茶,2017/8/3 12:26,E,饮料,茶饮料
14237,4.0,阿萨姆奶茶,2017/8/3 14:41,E,饮料,茶饮料
14238,4.0,阿萨姆奶茶,2017/8/3 15:12,E,饮料,茶饮料
14239,4.0,阿萨姆奶茶,2017/8/3 15:13,E,饮料,茶饮料
14240,4.0,阿萨姆奶茶,2017/8/3 16:16,E,饮料,茶饮料
14242,4.0,阿萨姆奶茶,2017/8/3 19:31,E,饮料,茶饮料
14243,4.5,阿萨姆奶茶,2017/8/3 19:43,E,饮料,茶饮料
14245,4.5,阿萨姆奶茶,2017/8/3 20:19,E,饮料,茶饮料
14250,4.0,阿萨姆奶茶,2017/8/4 09:17,E,饮料,茶饮料
14257,4.0,阿萨姆奶茶,2017/8/4 23:52,E,饮料,茶饮料
14259,4.0,阿萨姆奶茶,2017/8/5 09:26,E,饮料,茶饮料
14265,4.5,阿萨姆奶茶,2017/8/6 10:36,E,饮料,茶饮料
14267,4.5,阿萨姆奶茶,2017/8/6 13:14,E,饮料,茶饮料
14268,4.0,阿萨姆奶茶,2017/8/6 16:48,E,饮料,茶饮料
14270,4.5,阿萨姆奶茶,2017/8/6 17:31,E,饮料,茶饮料
14276,4.0,阿萨姆奶茶,2017/8/8 08:25,E,饮料,茶饮料
14277,4.0,阿萨姆奶茶,2017/8/8 08:26,E,饮料,茶饮料
14278,4.0,阿萨姆奶茶,2017/8/8 08:49,E,饮料,茶饮料
14281,4.5,阿萨姆奶茶,2017/8/8 12:36,E,饮料,茶饮料
14286,4.0,阿萨姆奶茶,2017/8/8 19:07,E,饮料,茶饮料
14287,4.0,阿萨姆奶茶,2017/8/8 20:02,E,饮料,茶饮料
14290,4.5,阿萨姆奶茶,2017/8/9 08:48,E,饮料,茶饮料
14298,4.5,阿萨姆奶茶,2017/8/11 09:00,E,饮料,茶饮料
14299,4.0,阿萨姆奶茶,2017/8/11 11:54,E,饮料,茶饮料
14301,4.0,阿萨姆奶茶,2017/8/11 12:27,E,饮料,茶饮料
14305,4.0,阿萨姆奶茶,2017/8/11 19:02,E,饮料,茶饮料
14312,4.5,阿萨姆奶茶,2017/8/12 11:19,E,饮料,茶饮料
14317,4.0,阿萨姆奶茶,2017/8/13 09:22,E,饮料,茶饮料
14318,5.0,阿萨姆奶茶,2017/8/13 13:45,E,饮料,茶饮料
14321,4.0,阿萨姆奶茶,2017/8/13 16:39,E,饮料,茶饮料
14322,4.5,阿萨姆奶茶,2017/8/13 16:40,E,饮料,茶饮料
14330,4.0,阿萨姆奶茶,2017/8/14 12:54,E,饮料,茶饮料
14335,4.5,阿萨姆奶茶,2017/8/14 17:10,E,饮料,茶饮料
14341,4.0,阿萨姆奶茶,2017/8/15 13:05,E,饮料,茶饮料
14344,4.0,阿萨姆奶茶,2017/8/15 15:50,E,饮料,茶饮料
14346,4.0,阿萨姆奶茶,2017/8/15 16:04,E,饮料,茶饮料
14357,4.0,阿萨姆奶茶,2017/8/17 08:51,E,饮料,茶饮料
14360,4.5,阿萨姆奶茶,2017/8/17 13:16,E,饮料,茶饮料
14361,4.0,阿萨姆奶茶,2017/8/17 13:18,E,饮料,茶饮料
14362,4.0,阿萨姆奶茶,2017/8/17 13:53,E,饮料,茶饮料
14364,5.0,阿萨姆奶茶,2017/8/17 14:11,E,饮料,茶饮料
14365,4.0,阿萨姆奶茶,2017/8/17 15:17,E,饮料,茶饮料
14368,4.0,阿萨姆奶茶,2017/8/17 15:48,E,饮料,茶饮料
14369,4.5,阿萨姆奶茶,2017/8/17 15:53,E,饮料,茶饮料
14370,4.5,阿萨姆奶茶,2017/8/17 15:55,E,饮料,茶饮料
14371,4.5,阿萨姆奶茶,2017/8/17 16:53,E,饮料,茶饮料
14373,4.5,阿萨姆奶茶,2017/8/17 17:43,E,饮料,茶饮料
14375,4.5,阿萨姆奶茶,2017/8/17 17:59,E,饮料,茶饮料
14378,4.5,阿萨姆奶茶,2017/8/17 20:24,E,饮料,茶饮料
14379,4.5,阿萨姆奶茶,2017/8/17 20:51,E,饮料,茶饮料
14380,4.5,阿萨姆奶茶,2017/8/17 20:58,E,饮料,茶饮料
14381,4.0,阿萨姆奶茶,2017/8/17 21:27,E,饮料,茶饮料
14382,4.0,阿萨姆奶茶,2017/8/17 21:29,E,饮料,茶饮料
14383,4.5,阿萨姆奶茶,2017/8/17 21:30,E,饮料,茶饮料
14384,4.5,阿萨姆奶茶,2017/8/17 21:32,E,饮料,茶饮料
14385,4.5,阿萨姆奶茶,2017/8/17 21:42,E,饮料,茶饮料
14386,4.5,阿萨姆奶茶,2017/8/17 21:47,E,饮料,茶饮料
14387,4.5,阿萨姆奶茶,2017/8/17 22:51,E,饮料,茶饮料
14389,4.5,阿萨姆奶茶,2017/8/18 02:25,E,饮料,茶饮料
14390,4.5,阿萨姆奶茶,2017/8/18 05:23,E,饮料,茶饮料
14392,5.0,阿萨姆奶茶,2017/8/18 08:56,E,饮料,茶饮料
14395,4.0,阿萨姆奶茶,2017/8/18 10:42,E,饮料,茶饮料
14396,4.0,阿萨姆奶茶,2017/8/18 10:50,E,饮料,茶饮料
14398,4.5,阿萨姆奶茶,2017/8/18 11:57,E,饮料,茶饮料
14404,4.5,阿萨姆奶茶,2017/8/18 15:55,E,饮料,茶饮料
14405,4.0,阿萨姆奶茶,2017/8/18 16:30,E,饮料,茶饮料
14406,4.0,阿萨姆奶茶,2017/8/18 16:46,E,饮料,茶饮料
14408,4.5,阿萨姆奶茶,2017/8/18 16:52,E,饮料,茶饮料
14409,4.5,阿萨姆奶茶,2017/8/18 17:31,E,饮料,茶饮料
14411,4.5,阿萨姆奶茶,2017/8/18 18:03,E,饮料,茶饮料
14412,4.5,阿萨姆奶茶,2017/8/18 18:13,E,饮料,茶饮料
14415,4.5,阿萨姆奶茶,2017/8/18 18:21,E,饮料,茶饮料
14416,4.5,阿萨姆奶茶,2017/8/18 18:53,E,饮料,茶饮料
14425,4.0,阿萨姆奶茶,2017/8/19 15:18,E,饮料,茶饮料
14427,4.0,阿萨姆奶茶,2017/8/19 16:35,E,饮料,茶饮料
14429,4.0,阿萨姆奶茶,2017/8/19 19:16,E,饮料,茶饮料
14430,4.0,阿萨姆奶茶,2017/8/19 20:09,E,饮料,茶饮料
14431,4.0,阿萨姆奶茶,2017/8/20 01:48,E,饮料,茶饮料
14434,5.0,阿萨姆奶茶,2017/8/20 10:52,E,饮料,茶饮料
14437,4.0,阿萨姆奶茶,2017/8/20 12:05,E,饮料,茶饮料
14442,4.5,阿萨姆奶茶,2017/8/20 16:17,E,饮料,茶饮料
14446,4.0,阿萨姆奶茶,2017/8/20 17:47,E,饮料,茶饮料
14448,4.0,阿萨姆奶茶,2017/8/20 19:40,E,饮料,茶饮料
14449,4.0,阿萨姆奶茶,2017/8/20 19:42,E,饮料,茶饮料
14451,4.0,阿萨姆奶茶,2017/8/20 21:29,E,饮料,茶饮料
14454,5.0,阿萨姆奶茶,2017/8/21 09:03,E,饮料,茶饮料
14457,4.5,阿萨姆奶茶,2017/8/21 09:22,E,饮料,茶饮料
14460,4.0,阿萨姆奶茶,2017/8/21 13:24,E,饮料,茶饮料
14463,4.0,阿萨姆奶茶,2017/8/21 17:14,E,饮料,茶饮料
14464,4.0,阿萨姆奶茶,2017/8/21 17:18,E,饮料,茶饮料
14466,4.0,阿萨姆奶茶,2017/8/21 17:59,E,饮料,茶饮料
14469,4.0,阿萨姆奶茶,2017/8/21 21:08,E,饮料,茶饮料
14470,4.0,阿萨姆奶茶,2017/8/22 12:20,E,饮料,茶饮料
14471,4.0,阿萨姆奶茶,2017/8/22 17:39,E,饮料,茶饮料
14472,4.5,阿萨姆奶茶,2017/8/22 18:53,E,饮料,茶饮料
14479,4.5,阿萨姆奶茶,2017/8/24 16:27,E,饮料,茶饮料
14480,4.5,阿萨姆奶茶,2017/8/24 17:06,E,饮料,茶饮料
14485,4.0,阿萨姆奶茶,2017/8/26 10:49,E,饮料,茶饮料
14491,3.5,阿萨姆奶茶,2017/8/27 17:30,E,饮料,茶饮料
14494,4.0,阿萨姆奶茶,2017/8/27 21:52,E,饮料,茶饮料
14496,4.5,阿萨姆奶茶,2017/8/28 11:02,E,饮料,茶饮料
14499,4.0,阿萨姆奶茶,2017/8/28 16:07,E,饮料,茶饮料
14508,4.0,阿萨姆奶茶,2017/8/30 12:17,E,饮料,茶饮料
14520,5.0,阿萨姆奶茶,2017/9/1 14:47,E,饮料,茶饮料
14524,4.5,阿萨姆奶茶,2017/9/2 16:56,E,饮料,茶饮料
14526,4.5,阿萨姆奶茶,2017/9/3 08:47,E,饮料,茶饮料
14528,4.5,阿萨姆奶茶,2017/9/3 19:52,E,饮料,茶饮料
14536,4.5,阿萨姆奶茶,2017/9/6 15:12,E,饮料,茶饮料
14539,5.0,阿萨姆奶茶,2017/9/6 15:50,E,饮料,茶饮料
14540,5.0,阿萨姆奶茶,2017/9/6 15:52,E,饮料,茶饮料
14541,4.5,阿萨姆奶茶,2017/9/6 16:30,E,饮料,茶饮料
14542,5.0,阿萨姆奶茶,2017/9/6 16:31,E,饮料,茶饮料
14543,5.0,阿萨姆奶茶,2017/9/6 16:33,E,饮料,茶饮料
14544,5.0,阿萨姆奶茶,2017/9/6 16:42,E,饮料,茶饮料
14545,4.5,阿萨姆奶茶,2017/9/6 18:04,E,饮料,茶饮料
14553,4.5,阿萨姆奶茶,2017/9/7 16:18,E,饮料,茶饮料
14555,5.0,阿萨姆奶茶,2017/9/7 16:57,E,饮料,茶饮料
14561,4.0,阿萨姆奶茶,2017/9/8 11:14,E,饮料,茶饮料
14563,4.0,阿萨姆奶茶,2017/9/8 16:06,E,饮料,茶饮料
14564,4.5,阿萨姆奶茶,2017/9/8 17:19,E,饮料,茶饮料
14565,5.0,阿萨姆奶茶,2017/9/8 20:33,E,饮料,茶饮料
14566,4.5,阿萨姆奶茶,2017/9/9 12:05,E,饮料,茶饮料
14567,4.0,阿萨姆奶茶,2017/9/9 12:46,E,饮料,茶饮料
14568,5.0,阿萨姆奶茶,2017/9/9 18:46,E,饮料,茶饮料
14569,5.0,阿萨姆奶茶,2017/9/9 19:50,E,饮料,茶饮料
14571,5.0,阿萨姆奶茶,2017/9/10 12:32,E,饮料,茶饮料
14572,5.0,阿萨姆奶茶,2017/9/10 13:48,E,饮料,茶饮料
14573,4.0,阿萨姆奶茶,2017/9/10 14:11,E,饮料,茶饮料
14580,4.0,阿萨姆奶茶,2017/9/11 04:05,E,饮料,茶饮料
14586,4.5,阿萨姆奶茶,2017/9/11 16:53,E,饮料,茶饮料
14589,5.0,阿萨姆奶茶,2017/9/11 22:17,E,饮料,茶饮料
14593,4.5,阿萨姆奶茶,2017/9/13 08:15,E,饮料,茶饮料
14596,4.0,阿萨姆奶茶,2017/9/13 11:12,E,饮料,茶饮料
14598,4.0,阿萨姆奶茶,2017/9/13 13:17,E,饮料,茶饮料
14599,4.5,阿萨姆奶茶,2017/9/13 16:00,E,饮料,茶饮料
14601,5.0,阿萨姆奶茶,2017/9/13 19:16,E,饮料,茶饮料
14602,4.5,阿萨姆奶茶,2017/9/14 01:39,E,饮料,茶饮料
14619,4.5,阿萨姆奶茶,2017/9/15 14:59,E,饮料,茶饮料
14620,5.0,阿萨姆奶茶,2017/9/15 15:38,E,饮料,茶饮料
14624,4.5,阿萨姆奶茶,2017/9/15 17:32,E,饮料,茶饮料
14625,4.0,阿萨姆奶茶,2017/9/15 18:06,E,饮料,茶饮料
14629,4.5,阿萨姆奶茶,2017/9/15 23:11,E,饮料,茶饮料
14630,5.0,阿萨姆奶茶,2017/9/16 01:13,E,饮料,茶饮料
14634,4.5,阿萨姆奶茶,2017/9/16 10:41,E,饮料,茶饮料
14639,5.0,阿萨姆奶茶,2017/9/16 14:48,E,饮料,茶饮料
14649,5.0,阿萨姆奶茶,2017/9/17 08:46,E,饮料,茶饮料
14658,5.0,阿萨姆奶茶,2017/9/17 15:17,E,饮料,茶饮料
14666,4.5,阿萨姆奶茶,2017/9/18 07:39,E,饮料,茶饮料
14669,5.0,阿萨姆奶茶,2017/9/18 11:18,E,饮料,茶饮料
14675,5.0,阿萨姆奶茶,2017/9/19 19:14,E,饮料,茶饮料
14682,4.5,阿萨姆奶茶,2017/9/20 15:14,E,饮料,茶饮料
14684,5.0,阿萨姆奶茶,2017/9/20 17:03,E,饮料,茶饮料
14686,4.5,阿萨姆奶茶,2017/9/21 03:37,E,饮料,茶饮料
14689,4.5,阿萨姆奶茶,2017/9/21 12:11,E,饮料,茶饮料
14690,4.5,阿萨姆奶茶,2017/9/21 12:38,E,饮料,茶饮料
14692,4.0,阿萨姆奶茶,2017/9/21 14:45,E,饮料,茶饮料
14693,4.5,阿萨姆奶茶,2017/9/21 14:59,E,饮料,茶饮料
14697,4.5,阿萨姆奶茶,2017/9/21 16:28,E,饮料,茶饮料
14698,4.5,阿萨姆奶茶,2017/9/21 16:59,E,饮料,茶饮料
14701,5.0,阿萨姆奶茶,2017/9/21 19:27,E,饮料,茶饮料
14708,4.5,阿萨姆奶茶,2017/9/22 09:00,E,饮料,茶饮料
14710,4.5,阿萨姆奶茶,2017/9/22 11:42,E,饮料,茶饮料
14716,5.0,阿萨姆奶茶,2017/9/22 17:14,E,饮料,茶饮料
14720,4.5,阿萨姆奶茶,2017/9/22 17:53,E,饮料,茶饮料
14721,4.0,阿萨姆奶茶,2017/9/22 18:00,E,饮料,茶饮料
14725,4.5,阿萨姆奶茶,2017/9/22 18:41,E,饮料,茶饮料
14726,4.5,阿萨姆奶茶,2017/9/22 19:14,E,饮料,茶饮料
14733,5.0,阿萨姆奶茶,2017/9/23 17:39,E,饮料,茶饮料
14734,4.0,阿萨姆奶茶,2017/9/23 18:07,E,饮料,茶饮料
14735,5.0,阿萨姆奶茶,2017/9/23 18:40,E,饮料,茶饮料
14740,4.0,阿萨姆奶茶,2017/9/24 10:05,E,饮料,茶饮料
