,金额,商品,支付时间,地点,大类,二级类
7234,3.0,250ml维他柠檬茶,2017/11/20 18:29,A,饮料,茶饮料
7239,3.0,250ml维他柠檬茶,2017/12/1 12:07,A,饮料,茶饮料
7261,3.0,250ml维他柠檬茶,2017/12/6 07:35,A,饮料,茶饮料
7273,3.0,250ml维他柠檬茶,2017/12/7 20:36,A,饮料,茶饮料
7279,3.0,250ml维他柠檬茶,2017/12/8 16:44,A,饮料,茶饮料
7280,3.0,250ml维他柠檬茶,2017/12/8 18:41,A,饮料,茶饮料
7287,3.0,250ml维他柠檬茶,2017/12/9 21:24,A,饮料,茶饮料
7289,3.0,250ml维他柠檬茶,2017/12/10 11:42,A,饮料,茶饮料
7291,3.0,250ml维他柠檬茶,2017/12/10 20:18,A,饮料,茶饮料
7293,3.0,250ml维他柠檬茶,2017/12/11 02:41,A,饮料,茶饮料
7294,3.0,250ml维他柠檬茶,2017/12/11 14:04,A,饮料,茶饮料
7297,3.0,250ml维他柠檬茶,2017/12/11 23:04,A,饮料,茶饮料
7308,3.0,250ml维他柠檬茶,2017/12/22 13:41,A,饮料,茶饮料
7309,3.0,250ml维他柠檬茶,2017/12/22 18:33,A,饮料,茶饮料
7310,3.0,250ml维他柠檬茶,2017/12/23 12:09,A,饮料,茶饮料
7319,3.5,东鹏特饮,2017/1/1 20:18,A,饮料,功能饮料
7320,3.5,东鹏特饮,2017/1/2 08:50,A,饮料,功能饮料
7322,3.5,东鹏特饮,2017/1/3 16:24,A,饮料,功能饮料
7325,3.5,东鹏特饮,2017/1/8 21:26,A,饮料,功能饮料
7328,3.5,东鹏特饮,2017/1/9 14:47,A,饮料,功能饮料
7329,3.5,东鹏特饮,2017/1/9 17:16,A,饮料,功能饮料
7338,3.5,东鹏特饮,2017/1/10 17:31,A,饮料,功能饮料
7346,3.5,东鹏特饮,2017/1/26 16:35,A,饮料,功能饮料
7356,3.5,东鹏特饮,2017/1/31 20:17,A,饮料,功能饮料
7372,3.5,东鹏特饮,2017/2/2 14:44,A,饮料,功能饮料
7373,3.5,东鹏特饮,2017/2/2 15:11,A,饮料,功能饮料
7375,3.5,东鹏特饮,2017/2/2 20:49,A,饮料,功能饮料
7387,3.5,东鹏特饮,2017/2/5 14:54,A,饮料,功能饮料
7390,3.5,东鹏特饮,2017/2/7 09:02,A,饮料,功能饮料
7391,3.5,东鹏特饮,2017/2/7 12:09,A,饮料,功能饮料
7397,3.5,东鹏特饮,2017/2/15 16:27,A,饮料,功能饮料
7400,3.5,东鹏特饮,2017/2/16 10:21,A,饮料,功能饮料
7406,3.5,东鹏特饮,2017/2/18 19:15,A,饮料,功能饮料
7433,3.5,东鹏特饮,2017/3/28 21:14,A,饮料,功能饮料
7434,3.5,东鹏特饮,2017/3/28 21:31,A,饮料,功能饮料
7438,3.5,东鹏特饮,2017/3/28 22:47,A,饮料,功能饮料
7439,3.5,东鹏特饮,2017/3/28 23:00,A,饮料,功能饮料
7443,3.5,东鹏特饮,2017/3/29 03:18,A,饮料,功能饮料
7445,3.5,东鹏特饮,2017/3/29 13:14,A,饮料,功能饮料
7446,3.5,东鹏特饮,2017/3/29 13:18,A,饮料,功能饮料
7458,3.5,东鹏特饮,2017/3/29 19:42,A,饮料,功能饮料
7459,3.5,东鹏特饮,2017/3/29 20:14,A,饮料,功能饮料
7460,3.5,东鹏特饮,2017/3/29 20:16,A,饮料,功能饮料
7463,3.5,东鹏特饮,2017/3/29 21:09,A,饮料,功能饮料
7467,3.5,东鹏特饮,2017/3/30 15:50,A,饮料,功能饮料
7474,3.5,东鹏特饮,2017/3/30 19:40,A,饮料,功能饮料
7475,3.5,东鹏特饮,2017/3/30 19:52,A,饮料,功能饮料
7476,3.5,东鹏特饮,2017/3/30 19:58,A,饮料,功能饮料
7482,3.5,东鹏特饮,2017/3/30 21:17,A,饮料,功能饮料
7484,3.5,东鹏特饮,2017/3/30 21:36,A,饮料,功能饮料
7487,3.5,东鹏特饮,2017/3/30 22:40,A,饮料,功能饮料
7493,3.5,东鹏特饮,2017/4/1 12:25,A,饮料,功能饮料
7494,3.5,东鹏特饮,2017/4/1 12:26,A,饮料,功能饮料
7498,3.5,东鹏特饮,2017/4/1 15:43,A,饮料,功能饮料
7521,3.5,东鹏特饮,2017/4/10 12:23,A,饮料,功能饮料
7522,3.5,东鹏特饮,2017/4/10 13:50,A,饮料,功能饮料
7527,3.5,东鹏特饮,2017/4/13 04:38,A,饮料,功能饮料
7540,3.5,东鹏特饮,2017/4/15 15:55,A,饮料,功能饮料
7544,3.5,东鹏特饮,2017/4/16 16:30,A,饮料,功能饮料
7545,3.5,东鹏特饮,2017/4/16 17:47,A,饮料,功能饮料
7555,3.5,东鹏特饮,2017/4/20 08:56,A,饮料,功能饮料
7564,3.5,东鹏特饮,2017/4/22 12:06,A,饮料,功能饮料
7567,3.5,东鹏特饮,2017/4/23 12:54,A,饮料,功能饮料
7570,3.5,东鹏特饮,2017/4/23 18:29,A,饮料,功能饮料
7573,3.5,东鹏特饮,2017/4/24 12:11,A,饮料,功能饮料
7574,3.5,东鹏特饮,2017/4/24 20:17,A,饮料,功能饮料
7577,3.5,东鹏特饮,2017/4/25 13:45,A,饮料,功能饮料
7586,3.5,东鹏特饮,2017/4/28 12:06,A,饮料,功能饮料
7588,3.5,东鹏特饮,2017/4/29 08:29,A,饮料,功能饮料
7589,3.5,东鹏特饮,2017/4/29 08:51,A,饮料,功能饮料
7592,3.5,东鹏特饮,2017/4/30 19:11,A,饮料,功能饮料
7604,3.5,东鹏特饮,2017/5/10 20:39,A,饮料,功能饮料
7610,3.5,东鹏特饮,2017/5/15 18:29,A,饮料,功能饮料
7614,3.5,东鹏特饮,2017/5/18 17:23,A,饮料,功能饮料
7616,3.5,东鹏特饮,2017/5/19 13:55,A,饮料,功能饮料
7620,3.5,东鹏特饮,2017/5/20 17:57,A,饮料,功能饮料
7622,3.5,东鹏特饮,2017/5/21 07:51,A,饮料,功能饮料
7624,3.5,东鹏特饮,2017/5/21 10:07,A,饮料,功能饮料
7632,3.5,东鹏特饮,2017/5/23 12:17,A,饮料,功能饮料
7636,3.5,东鹏特饮,2017/5/24 14:35,A,饮料,功能饮料
7643,3.5,东鹏特饮,2017/5/26 17:36,A,饮料,功能饮料
7644,3.5,东鹏特饮,2017/5/26 20:48,A,饮料,功能饮料
7646,3.5,东鹏特饮,2017/5/27 18:33,A,饮料,功能饮料
7647,3.5,东鹏特饮,2017/5/27 19:35,A,饮料,功能饮料
7652,3.5,东鹏特饮,2017/5/29 21:35,A,饮料,功能饮料
7662,3.5,东鹏特饮,2017/6/1 20:41,A,饮料,功能饮料
7667,3.5,东鹏特饮,2017/6/2 07:56,A,饮料,功能饮料
7668,3.5,东鹏特饮,2017/6/2 10:18,A,饮料,功能饮料
7669,3.5,东鹏特饮,2017/6/2 11:27,A,饮料,功能饮料
7672,3.5,东鹏特饮,2017/6/2 14:25,A,饮料,功能饮料
7684,3.5,东鹏特饮,2017/6/3 21:48,A,饮料,功能饮料
7697,3.5,东鹏特饮,2017/6/4 23:18,A,饮料,功能饮料
7703,3.5,东鹏特饮,2017/6/5 14:57,A,饮料,功能饮料
7704,3.5,东鹏特饮,2017/6/5 16:09,A,饮料,功能饮料
7706,3.5,东鹏特饮,2017/6/5 18:49,A,饮料,功能饮料
7710,3.5,东鹏特饮,2017/6/6 12:07,A,饮料,功能饮料
7713,3.5,东鹏特饮,2017/6/6 13:44,A,饮料,功能饮料
7729,3.5,东鹏特饮,2017/6/8 09:08,A,饮料,功能饮料
7731,3.5,东鹏特饮,2017/6/8 12:26,A,饮料,功能饮料
7732,3.5,东鹏特饮,2017/6/8 19:06,A,饮料,功能饮料
7734,3.5,东鹏特饮,2017/6/8 19:34,A,饮料,功能饮料
7738,3.5,东鹏特饮,2017/6/9 16:09,A,饮料,功能饮料
7745,3.5,东鹏特饮,2017/6/10 16:10,A,饮料,功能饮料
7746,3.5,东鹏特饮,2017/6/10 18:18,A,饮料,功能饮料
7747,3.5,东鹏特饮,2017/6/10 19:00,A,饮料,功能饮料
7760,3.5,东鹏特饮,2017/6/15 21:06,A,饮料,功能饮料
7771,3.5,东鹏特饮,2017/6/18 15:48,A,饮料,功能饮料
7777,3.5,东鹏特饮,2017/6/20 10:26,A,饮料,功能饮料
7791,3.5,东鹏特饮,2017/6/23 15:34,A,饮料,功能饮料
7793,3.5,东鹏特饮,2017/6/23 20:02,A,饮料,功能饮料
7795,3.5,东鹏特饮,2017/6/24 16:07,A,饮料,功能饮料
7796,3.5,东鹏特饮,2017/6/24 16:16,A,饮料,功能饮料
7800,3.5,东鹏特饮,2017/6/25 18:27,A,饮料,功能饮料
7804,3.5,东鹏特饮,2017/6/26 22:20,A,饮料,功能饮料
7805,3.5,东鹏特饮,2017/6/27 00:04,A,饮料,功能饮料
7806,3.5,东鹏特饮,2017/6/27 00:39,A,饮料,功能饮料
7807,3.5,东鹏特饮,2017/6/27 08:15,A,饮料,功能饮料
7810,3.5,东鹏特饮,2017/6/27 12:23,A,饮料,功能饮料
7811,3.5,东鹏特饮,2017/6/27 17:34,A,饮料,功能饮料
7812,3.5,东鹏特饮,2017/6/28 12:15,A,饮料,功能饮料
7815,3.5,东鹏特饮,2017/6/28 17:44,A,饮料,功能饮料
7816,3.5,东鹏特饮,2017/6/28 17:45,A,饮料,功能饮料
7821,3.5,东鹏特饮,2017/6/28 21:25,A,饮料,功能饮料
7824,3.5,东鹏特饮,2017/6/29 12:00,A,饮料,功能饮料
7826,3.5,东鹏特饮,2017/6/29 16:04,A,饮料,功能饮料
7828,3.5,东鹏特饮,2017/6/30 03:41,A,饮料,功能饮料
7830,3.5,东鹏特饮,2017/6/30 04:05,A,饮料,功能饮料
7832,3.5,东鹏特饮,2017/6/30 07:55,A,饮料,功能饮料
7833,3.5,东鹏特饮,2017/6/30 08:49,A,饮料,功能饮料
7839,3.5,东鹏特饮,2017/7/1 13:34,A,饮料,功能饮料
7843,3.5,东鹏特饮,2017/7/2 19:47,A,饮料,功能饮料
7846,3.5,东鹏特饮,2017/7/4 15:05,A,饮料,功能饮料
7849,3.5,东鹏特饮,2017/7/5 12:21,A,饮料,功能饮料
7850,3.5,东鹏特饮,2017/7/5 12:23,A,饮料,功能饮料
7853,3.5,东鹏特饮,2017/7/9 13:51,A,饮料,功能饮料
7856,3.5,东鹏特饮,2017/7/20 16:47,A,饮料,功能饮料
7858,3.5,东鹏特饮,2017/7/23 08:47,A,饮料,功能饮料
7860,3.5,东鹏特饮,2017/7/23 16:12,A,饮料,功能饮料
7861,3.5,东鹏特饮,2017/7/23 16:31,A,饮料,功能饮料
7862,3.5,东鹏特饮,2017/7/23 17:09,A,饮料,功能饮料
7864,3.5,东鹏特饮,2017/7/24 16:07,A,饮料,功能饮料
7867,3.5,东鹏特饮,2017/7/24 20:41,A,饮料,功能饮料
7875,3.5,东鹏特饮,2017/7/27 19:44,A,饮料,功能饮料
7876,3.5,东鹏特饮,2017/7/28 09:11,A,饮料,功能饮料
7877,3.5,东鹏特饮,2017/7/28 11:58,A,饮料,功能饮料
7878,3.5,东鹏特饮,2017/7/28 13:50,A,饮料,功能饮料
7879,3.5,东鹏特饮,2017/7/28 17:44,A,饮料,功能饮料
7888,3.5,东鹏特饮,2017/7/30 20:37,A,饮料,功能饮料
7889,3.5,东鹏特饮,2017/7/30 20:53,A,饮料,功能饮料
7893,3.5,东鹏特饮,2017/7/31 12:15,A,饮料,功能饮料
7894,3.5,东鹏特饮,2017/7/31 14:04,A,饮料,功能饮料
7899,3.5,东鹏特饮,2017/8/1 16:58,A,饮料,功能饮料
7906,3.5,东鹏特饮,2017/8/2 14:03,A,饮料,功能饮料
7907,3.5,东鹏特饮,2017/8/2 14:40,A,饮料,功能饮料
7909,3.5,东鹏特饮,2017/8/2 16:15,A,饮料,功能饮料
7910,3.5,东鹏特饮,2017/8/2 17:04,A,饮料,功能饮料
7912,3.5,东鹏特饮,2017/8/2 19:11,A,饮料,功能饮料
7914,3.5,东鹏特饮,2017/8/2 22:50,A,饮料,功能饮料
7915,3.5,东鹏特饮,2017/8/2 23:57,A,饮料,功能饮料
7916,3.5,东鹏特饮,2017/8/3 06:48,A,饮料,功能饮料
7919,3.5,东鹏特饮,2017/8/3 17:40,A,饮料,功能饮料
7921,3.5,东鹏特饮,2017/8/4 09:24,A,饮料,功能饮料
7942,3.5,东鹏特饮,2017/8/8 11:58,A,饮料,功能饮料
7948,3.5,东鹏特饮,2017/8/9 08:53,A,饮料,功能饮料
7949,3.5,东鹏特饮,2017/8/9 09:00,A,饮料,功能饮料
7951,3.5,东鹏特饮,2017/8/9 10:47,A,饮料,功能饮料
7952,3.5,东鹏特饮,2017/8/9 11:04,A,饮料,功能饮料
7954,3.5,东鹏特饮,2017/8/9 20:10,A,饮料,功能饮料
7957,3.5,东鹏特饮,2017/8/10 21:24,A,饮料,功能饮料
7960,3.5,东鹏特饮,2017/8/11 13:03,A,饮料,功能饮料
7965,3.5,东鹏特饮,2017/8/12 12:08,A,饮料,功能饮料
7966,3.5,东鹏特饮,2017/8/12 13:54,A,饮料,功能饮料
7971,3.5,东鹏特饮,2017/8/13 15:52,A,饮料,功能饮料
7973,3.5,东鹏特饮,2017/8/13 17:56,A,饮料,功能饮料
7974,3.5,东鹏特饮,2017/8/13 18:18,A,饮料,功能饮料
7981,3.5,东鹏特饮,2017/8/14 21:16,A,饮料,功能饮料
7984,3.5,东鹏特饮,2017/8/15 16:22,A,饮料,功能饮料
7985,3.5,东鹏特饮,2017/8/15 16:51,A,饮料,功能饮料
7986,3.5,东鹏特饮,2017/8/15 17:14,A,饮料,功能饮料
7988,3.5,东鹏特饮,2017/8/16 13:06,A,饮料,功能饮料
7996,3.5,东鹏特饮,2017/8/17 11:56,A,饮料,功能饮料
7997,3.5,东鹏特饮,2017/8/17 12:32,A,饮料,功能饮料
8000,3.5,东鹏特饮,2017/8/17 17:05,A,饮料,功能饮料
8002,3.5,东鹏特饮,2017/8/17 17:21,A,饮料,功能饮料
8004,3.5,东鹏特饮,2017/8/17 18:44,A,饮料,功能饮料
8007,3.5,东鹏特饮,2017/8/17 20:12,A,饮料,功能饮料
8011,3.5,东鹏特饮,2017/8/17 20:27,A,饮料,功能饮料
8012,3.5,东鹏特饮,2017/8/17 20:31,A,饮料,功能饮料
8013,3.5,东鹏特饮,2017/8/17 20:32,A,饮料,功能饮料
8014,3.5,东鹏特饮,2017/8/17 20:35,A,饮料,功能饮料
8018,3.5,东鹏特饮,2017/8/17 20:53,A,饮料,功能饮料
8021,3.5,东鹏特饮,2017/8/17 22:13,A,饮料,功能饮料
8030,3.5,东鹏特饮,2017/8/18 12:49,A,饮料,功能饮料
8038,3.5,东鹏特饮,2017/8/18 17:00,A,饮料,功能饮料
8043,3.5,东鹏特饮,2017/8/18 22:40,A,饮料,功能饮料
8053,3.5,东鹏特饮,2017/8/19 21:21,A,饮料,功能饮料
8054,3.5,东鹏特饮,2017/8/20 08:57,A,饮料,功能饮料
8059,3.5,东鹏特饮,2017/8/20 13:24,A,饮料,功能饮料
8077,3.5,东鹏特饮,2017/8/23 13:17,A,饮料,功能饮料
8078,3.5,东鹏特饮,2017/8/23 14:22,A,饮料,功能饮料
8083,3.5,东鹏特饮,2017/8/23 22:24,A,饮料,功能饮料
8129,3.5,东鹏特饮,2017/8/29 18:47,A,饮料,功能饮料
8133,3.5,东鹏特饮,2017/8/30 19:49,A,饮料,功能饮料
8139,3.5,东鹏特饮,2017/9/1 10:10,A,饮料,功能饮料
8157,3.5,东鹏特饮,2017/9/5 08:57,A,饮料,功能饮料
8169,3.5,东鹏特饮,2017/9/7 09:02,A,饮料,功能饮料
8179,3.5,东鹏特饮,2017/9/8 09:19,A,饮料,功能饮料
8186,3.5,东鹏特饮,2017/9/9 16:32,A,饮料,功能饮料
8191,3.5,东鹏特饮,2017/9/10 19:04,A,饮料,功能饮料
8202,3.5,东鹏特饮,2017/9/14 02:07,A,饮料,功能饮料
8210,3.5,东鹏特饮,2017/9/14 17:19,A,饮料,功能饮料
8211,3.5,东鹏特饮,2017/9/14 18:51,A,饮料,功能饮料
8213,3.5,东鹏特饮,2017/9/15 09:00,A,饮料,功能饮料
8218,3.5,东鹏特饮,2017/9/15 21:18,A,饮料,功能饮料
8226,3.5,东鹏特饮,2017/9/16 17:30,A,饮料,功能饮料
8227,3.5,东鹏特饮,2017/9/16 22:29,A,饮料,功能饮料
8228,3.5,东鹏特饮,2017/9/16 23:43,A,饮料,功能饮料
8232,3.5,东鹏特饮,2017/9/17 10:42,A,饮料,功能饮料
8233,3.5,东鹏特饮,2017/9/17 11:32,A,饮料,功能饮料
8237,3.5,东鹏特饮,2017/9/17 12:59,A,饮料,功能饮料
8247,3.5,东鹏特饮,2017/9/18 08:59,A,饮料,功能饮料
8248,3.5,东鹏特饮,2017/9/18 09:00,A,饮料,功能饮料
8250,3.5,东鹏特饮,2017/9/18 13:32,A,饮料,功能饮料
8255,3.5,东鹏特饮,2017/9/19 08:10,A,饮料,功能饮料
8267,3.5,东鹏特饮,2017/9/20 15:35,A,饮料,功能饮料
8271,3.5,东鹏特饮,2017/9/20 17:19,A,饮料,功能饮料
8274,3.5,东鹏特饮,2017/9/20 22:49,A,饮料,功能饮料
8280,3.5,东鹏特饮,2017/9/21 15:18,A,饮料,功能饮料
8286,3.5,东鹏特饮,2017/9/22 12:27,A,饮料,功能饮料
8294,3.5,东鹏特饮,2017/9/22 17:24,A,饮料,功能饮料
8308,3.5,东鹏特饮,2017/9/23 18:41,A,饮料,功能饮料
8318,3.5,东鹏特饮,2017/9/24 11:12,A,饮料,功能饮料
8319,3.5,东鹏特饮,2017/9/24 12:33,A,饮料,功能饮料
8321,3.5,东鹏特饮,2017/9/24 15:32,A,饮料,功能饮料
8323,3.5,东鹏特饮,2017/9/24 16:36,A,饮料,功能饮料
8326,3.5,东鹏特饮,2017/9/25 11:41,A,饮料,功能饮料
8333,3.5,东鹏特饮,2017/9/27 10:52,A,饮料,功能饮料
8337,3.5,东鹏特饮,2017/9/27 16:51,A,饮料,功能饮料
8339,3.5,东鹏特饮,2017/9/27 17:12,A,饮料,功能饮料
8358,3.5,东鹏特饮,2017/9/28 17:54,A,饮料,功能饮料
8366,3.5,东鹏特饮,2017/9/29 12:27,A,饮料,功能饮料
8368,3.5,东鹏特饮,2017/9/29 15:08,A,饮料,功能饮料
8381,3.5,东鹏特饮,2017/9/30 13:48,A,饮料,功能饮料
8389,3.5,东鹏特饮,2017/9/30 18:27,A,饮料,功能饮料
8404,3.5,东鹏特饮,2017/10/4 07:47,A,饮料,功能饮料
8408,3.5,东鹏特饮,2017/10/5 07:42,A,饮料,功能饮料
8411,3.5,东鹏特饮,2017/10/5 15:06,A,饮料,功能饮料
8414,3.5,东鹏特饮,2017/10/6 10:48,A,饮料,功能饮料
8420,3.5,东鹏特饮,2017/10/7 11:31,A,饮料,功能饮料
8433,3.5,东鹏特饮,2017/10/10 19:58,A,饮料,功能饮料
8446,3.5,东鹏特饮,2017/10/12 03:00,A,饮料,功能饮料
8452,3.5,东鹏特饮,2017/10/12 12:13,A,饮料,功能饮料
8461,3.5,东鹏特饮,2017/10/13 23:01,A,饮料,功能饮料
8463,3.5,东鹏特饮,2017/10/14 09:21,A,饮料,功能饮料
8464,3.5,东鹏特饮,2017/10/14 10:28,A,饮料,功能饮料
8466,3.5,东鹏特饮,2017/10/14 16:57,A,饮料,功能饮料
8492,3.5,东鹏特饮,2017/10/18 10:56,A,饮料,功能饮料
8497,3.5,东鹏特饮,2017/10/19 13:33,A,饮料,功能饮料
8513,3.5,东鹏特饮,2017/10/21 12:09,A,饮料,功能饮料
8514,3.5,东鹏特饮,2017/10/21 13:51,A,饮料,功能饮料
8515,3.5,东鹏特饮,2017/10/21 13:54,A,饮料,功能饮料
8518,3.5,东鹏特饮,2017/10/21 17:27,A,饮料,功能饮料
8522,3.5,东鹏特饮,2017/10/21 19:10,A,饮料,功能饮料
8533,3.5,东鹏特饮,2017/10/23 19:02,A,饮料,功能饮料
8536,3.5,东鹏特饮,2017/10/24 16:43,A,饮料,功能饮料
8541,3.5,东鹏特饮,2017/10/25 07:43,A,饮料,功能饮料
8543,3.5,东鹏特饮,2017/10/25 08:29,A,饮料,功能饮料
8546,3.5,东鹏特饮,2017/10/25 10:20,A,饮料,功能饮料
8549,3.5,东鹏特饮,2017/10/25 15:20,A,饮料,功能饮料
8553,3.5,东鹏特饮,2017/10/25 22:29,A,饮料,功能饮料
8556,3.5,东鹏特饮,2017/10/26 16:37,A,饮料,功能饮料
8557,3.5,东鹏特饮,2017/10/26 16:58,A,饮料,功能饮料
8585,3.5,东鹏特饮,2017/10/29 19:02,A,饮料,功能饮料
8591,3.5,东鹏特饮,2017/10/29 22:24,A,饮料,功能饮料
8592,3.5,东鹏特饮,2017/10/30 01:06,A,饮料,功能饮料
8593,3.5,东鹏特饮,2017/10/30 08:38,A,饮料,功能饮料
8596,3.5,东鹏特饮,2017/10/30 15:35,A,饮料,功能饮料
8602,3.5,东鹏特饮,2017/10/30 21:01,A,饮料,功能饮料
8615,3.5,东鹏特饮,2017/11/1 13:32,A,饮料,功能饮料
8616,3.5,东鹏特饮,2017/11/1 15:46,A,饮料,功能饮料
8619,3.5,东鹏特饮,2017/11/1 19:44,A,饮料,功能饮料
8624,3.5,东鹏特饮,2017/11/1 23:20,A,饮料,功能饮料
8630,3.5,东鹏特饮,2017/11/2 14:54,A,饮料,功能饮料
8632,3.5,东鹏特饮,2017/11/2 17:28,A,饮料,功能饮料
8635,3.5,东鹏特饮,2017/11/3 01:33,A,饮料,功能饮料
8639,3.5,东鹏特饮,2017/11/3 11:23,A,饮料,功能饮料
8646,3.5,东鹏特饮,2017/11/4 09:20,A,饮料,功能饮料
8663,3.5,东鹏特饮,2017/11/5 15:15,A,饮料,功能饮料
8682,3.5,东鹏特饮,2017/11/6 22:22,A,饮料,功能饮料
8687,3.5,东鹏特饮,2017/11/7 11:46,A,饮料,功能饮料
8688,3.5,东鹏特饮,2017/11/7 12:32,A,饮料,功能饮料
8689,3.5,东鹏特饮,2017/11/7 13:00,A,饮料,功能饮料
8692,3.5,东鹏特饮,2017/11/7 14:32,A,饮料,功能饮料
8696,3.5,东鹏特饮,2017/11/7 20:49,A,饮料,功能饮料
8704,3.5,东鹏特饮,2017/11/8 14:56,A,饮料,功能饮料
8708,3.5,东鹏特饮,2017/11/8 17:44,A,饮料,功能饮料
8710,3.5,东鹏特饮,2017/11/8 22:00,A,饮料,功能饮料
8721,3.5,东鹏特饮,2017/11/9 14:33,A,饮料,功能饮料
8729,3.5,东鹏特饮,2017/11/10 12:38,A,饮料,功能饮料
8731,3.5,东鹏特饮,2017/11/10 22:19,A,饮料,功能饮料
8753,3.5,东鹏特饮,2017/11/11 18:33,A,饮料,功能饮料
8754,3.5,东鹏特饮,2017/11/11 19:20,A,饮料,功能饮料
8759,3.5,东鹏特饮,2017/11/11 21:45,A,饮料,功能饮料
8765,3.5,东鹏特饮,2017/11/12 13:47,A,饮料,功能饮料
8777,3.5,东鹏特饮,2017/11/13 15:26,A,饮料,功能饮料
8784,3.5,东鹏特饮,2017/11/13 23:08,A,饮料,功能饮料
8787,3.5,东鹏特饮,2017/11/14 09:10,A,饮料,功能饮料
8799,3.5,东鹏特饮,2017/11/14 17:20,A,饮料,功能饮料
8803,3.5,东鹏特饮,2017/11/14 19:10,A,饮料,功能饮料
8804,3.5,东鹏特饮,2017/11/14 21:40,A,饮料,功能饮料
8808,3.5,东鹏特饮,2017/11/15 10:38,A,饮料,功能饮料
8810,3.5,东鹏特饮,2017/11/15 13:44,A,饮料,功能饮料
8811,3.5,东鹏特饮,2017/11/15 15:16,A,饮料,功能饮料
8812,3.5,东鹏特饮,2017/11/15 15:45,A,饮料,功能饮料
8813,3.5,东鹏特饮,2017/11/15 16:52,A,饮料,功能饮料
8823,3.5,东鹏特饮,2017/11/16 09:36,A,饮料,功能饮料
8835,3.5,东鹏特饮,2017/11/16 17:50,A,饮料,功能饮料
8850,3.5,东鹏特饮,2017/11/17 23:32,A,饮料,功能饮料
8852,3.5,东鹏特饮,2017/11/18 09:06,A,饮料,功能饮料
8855,3.5,东鹏特饮,2017/11/18 10:38,A,饮料,功能饮料
8858,3.5,东鹏特饮,2017/11/18 15:50,A,饮料,功能饮料
8879,3.5,东鹏特饮,2017/11/19 14:20,A,饮料,功能饮料
8892,3.5,东鹏特饮,2017/11/20 07:53,A,饮料,功能饮料
8893,3.5,东鹏特饮,2017/11/20 08:48,A,饮料,功能饮料
8898,3.5,东鹏特饮,2017/11/20 10:07,A,饮料,功能饮料
8901,3.5,东鹏特饮,2017/11/20 14:28,A,饮料,功能饮料
8907,3.5,东鹏特饮,2017/11/20 17:41,A,饮料,功能饮料
8908,3.5,东鹏特饮,2017/11/20 17:50,A,饮料,功能饮料
8909,3.5,东鹏特饮,2017/11/20 18:12,A,饮料,功能饮料
8910,3.5,东鹏特饮,2017/11/20 20:11,A,饮料,功能饮料
8912,3.5,东鹏特饮,2017/11/21 16:11,A,饮料,功能饮料
8917,3.5,东鹏特饮,2017/11/24 20:37,A,饮料,功能饮料
8924,3.5,东鹏特饮,2017/11/29 09:45,A,饮料,功能饮料
8931,3.5,东鹏特饮,2017/12/1 12:21,A,饮料,功能饮料
8934,3.5,东鹏特饮,2017/12/1 17:42,A,饮料,功能饮料
8944,3.5,东鹏特饮,2017/12/3 05:05,A,饮料,功能饮料
8948,3.5,东鹏特饮,2017/12/3 18:50,A,饮料,功能饮料
8969,3.5,东鹏特饮,2017/12/4 20:51,A,饮料,功能饮料
8970,3.5,东鹏特饮,2017/12/4 20:55,A,饮料,功能饮料
8972,3.5,东鹏特饮,2017/12/4 21:05,A,饮料,功能饮料
8979,3.5,东鹏特饮,2017/12/5 03:39,A,饮料,功能饮料
8982,3.5,东鹏特饮,2017/12/5 05:21,A,饮料,功能饮料
8983,3.5,东鹏特饮,2017/12/5 08:28,A,饮料,功能饮料
8988,3.5,东鹏特饮,2017/12/5 18:47,A,饮料,功能饮料
8990,3.5,东鹏特饮,2017/12/5 18:59,A,饮料,功能饮料
8992,3.5,东鹏特饮,2017/12/5 20:18,A,饮料,功能饮料
8994,3.5,东鹏特饮,2017/12/5 20:21,A,饮料,功能饮料
8996,3.5,东鹏特饮,2017/12/5 21:12,A,饮料,功能饮料
9000,3.5,东鹏特饮,2017/12/6 14:15,A,饮料,功能饮料
9004,3.5,东鹏特饮,2017/12/6 18:58,A,饮料,功能饮料
9011,3.5,东鹏特饮,2017/12/7 00:05,A,饮料,功能饮料
9017,3.5,东鹏特饮,2017/12/7 21:09,A,饮料,功能饮料
9019,3.5,东鹏特饮,2017/12/7 22:33,A,饮料,功能饮料
9029,3.5,东鹏特饮,2017/12/8 16:25,A,饮料,功能饮料
9037,3.5,东鹏特饮,2017/12/8 20:49,A,饮料,功能饮料
9040,3.5,东鹏特饮,2017/12/8 21:41,A,饮料,功能饮料
9042,3.5,东鹏特饮,2017/12/9 00:17,A,饮料,功能饮料
9043,3.5,东鹏特饮,2017/12/9 10:01,A,饮料,功能饮料
9045,3.5,东鹏特饮,2017/12/9 14:48,A,饮料,功能饮料
9046,3.5,东鹏特饮,2017/12/9 15:30,A,饮料,功能饮料
9049,3.5,东鹏特饮,2017/12/9 18:13,A,饮料,功能饮料
9050,3.5,东鹏特饮,2017/12/9 20:05,A,饮料,功能饮料
9051,3.5,东鹏特饮,2017/12/9 20:57,A,饮料,功能饮料
9058,3.5,东鹏特饮,2017/12/10 09:20,A,饮料,功能饮料
9059,3.5,东鹏特饮,2017/12/10 10:02,A,饮料,功能饮料
9066,3.5,东鹏特饮,2017/12/11 04:44,A,饮料,功能饮料
